# pmax       H2          H2O         CO2         CH4         NH3         N2          Rp          Mp          Tpoint001   Tpoint002   Tpoint003   Tpoint004   Tpoint005   Tpoint006   Ppoint002   Ppoint003   Ppoint004   Ppoint005           C/O         [Z]        Teff         MMW
 -1.1238E+00 -4.0320E+00  2.6116E+00  2.6978E+00  1.8250E+00 -1.3656E+00  2.3903E+00  1.0373E-01  3.4190E-03  2.0634E+00  1.1608E+00  2.4790E+00  2.3649E+00  2.2891E+00  3.9616E+00 -8.8014E+00 -6.3449E+00 -5.4017E+00 -2.0066E+00  5.3839E-01  3.8109E+00  1.9349E+02  3.9668E+01
 -8.0096E-01 -1.6519E+00  1.3582E+00  2.3365E+00  1.3372E+00 -2.1785E+00 -7.6116E+00  9.6111E-02  5.9734E-03  1.8929E+00  1.0562E+00  1.4868E+00  2.2832E+00  2.3220E+00  3.8683E+00 -8.9906E+00 -8.1734E+00 -6.7365E+00 -1.6023E+00  4.0215E-01  3.4125E+00  2.0097E+02  3.0324E+01
  7.5594E-01 -2.6661E+00  1.6896E+00  2.0152E+00  5.5562E-01 -1.4695E+00 -4.9563E+00  9.1045E-02  4.3277E-03  2.6061E+00  1.5368E+00  1.4140E+00  2.3194E+00  2.3193E+00  3.9120E+00 -7.8711E+00 -7.3000E+00 -7.1360E+00 -2.1238E+00  5.2261E-01  3.7762E+00  2.1285E+02  3.9130E+01
  2.3448E+00 -1.6847E+00  5.8974E-02  2.4975E-01 -2.7282E-01 -2.9342E+00 -4.2589E+00  8.6007E-02  4.5934E-03  8.2238E-01  1.1987E+00  1.9500E+00  2.5296E+00  2.2887E+00  3.8651E+00 -6.3876E+00 -5.5546E+00 -5.5523E+00 -2.7202E+00  4.1850E-01  3.5662E+00  2.1715E+02  3.4959E+01
  1.5143E+00 -6.1034E-01  1.4645E+00  2.7507E+00  1.8781E+00 -1.9845E+00 -6.5630E+00  1.0163E-01  4.5994E-03  2.1850E+00  2.1458E+00  1.3540E+00  2.3379E+00  2.2989E+00  3.8464E+00 -8.3522E+00 -7.8982E+00 -4.7155E+00 -1.8881E+00  4.9167E-01  3.2521E+00  1.9482E+02  3.0677E+01
 -5.4567E-02 -5.8462E+00 -1.4005E-01  2.5100E-02 -9.0502E-01 -4.0020E+00 -5.9822E+00  9.8380E-02  4.0439E-03  6.9279E-01  1.8231E+00  1.3552E+00  2.4489E+00  2.2881E+00  3.9042E+00 -7.9614E+00 -7.2499E+00 -5.3044E+00 -2.2109E+00  5.5275E-01  3.7531E+00  2.0194E+02  3.9412E+01
 -3.7504E+00 -7.9498E+00  1.0721E+00  1.8721E+00  9.9182E-01 -2.2564E+00  1.7086E+00  1.0352E-01  4.1560E-03  2.3101E+00  5.1160E-01  4.4685E-01  2.3996E+00  2.2851E+00  3.8449E+00 -8.2080E+00 -6.2378E+00 -5.3792E+00 -2.0457E+00  4.1639E-01  3.3722E+00  1.9568E+02  3.2085E+01
 -2.9260E+00 -1.9935E+00  9.7842E-01  4.5402E-02 -6.6286E-02 -2.3142E+00 -5.2226E+00  6.7594E-02  5.6177E-03  1.4934E+00  1.2056E+00  2.6875E+00  2.3587E+00  2.3534E+00  3.9292E+00 -7.8440E+00 -6.8218E+00 -6.8111E+00 -2.3510E+00  5.2432E-01  3.7988E+00  2.4577E+02  3.4258E+01
 -9.5966E-01 -4.4999E+00  1.3868E-01  4.9521E-01 -1.8195E-01 -3.6311E+00 -2.4036E+00  8.7164E-02  2.4385E-03  9.2520E-01  1.0871E+00  1.4050E+00  2.3200E+00  2.3292E+00  3.9318E+00 -8.9135E+00 -7.9414E+00 -7.1531E+00 -2.0511E+00  1.6775E-01  2.8414E+00  2.1062E+02  2.0216E+01
 -1.5213E+00 -4.2141E+00 -7.8838E-02  2.6740E-01 -4.3891E-01 -3.5836E+00 -6.6510E+00  9.5489E-02  5.8480E-03  1.4537E+00  7.7649E-01  1.2375E+00  2.5852E+00  2.2641E+00  3.7197E+00 -8.9635E+00 -6.9626E+00 -6.7959E+00 -2.4244E+00  4.9602E-01  3.3833E+00  2.0484E+02  3.3268E+01
 -2.3086E+00 -6.6175E+00  1.8400E+00  1.8330E+00  7.9259E-01 -1.6817E+00 -2.0994E+00  9.0568E-02  4.4197E-03  1.2100E+00  1.6985E+00  2.5838E+00  2.4405E+00  2.3099E+00  3.9185E+00 -8.0749E+00 -7.2563E+00 -6.6802E+00 -2.1635E+00  4.8831E-01  3.3911E+00  2.0987E+02  3.3316E+01
 -1.1561E-03 -5.1354E+00  1.6123E-01  8.0531E-01 -1.0954E-01 -3.4703E+00 -2.0615E+00  1.0213E-01  2.3576E-03  2.0162E+00  1.9331E+00  2.5390E+00  2.2615E+00  2.2999E+00  3.9579E+00 -8.5947E+00 -6.6648E+00 -6.5698E+00 -1.9802E+00  3.6175E-01  3.2903E+00  1.9567E+02  3.0044E+01
  2.9893E+00 -4.4858E+00  8.7477E-01  1.6377E+00  6.9958E-01 -2.2012E+00 -2.1813E+00  1.0040E-01  5.1675E-03  1.7835E+00  1.6668E+00  2.6518E+00  2.2194E+00  2.3174E+00  3.9772E+00 -7.8239E+00 -7.5882E+00 -6.0791E+00 -1.6272E+00  5.0368E-01  3.6083E+00  1.9659E+02  3.6834E+01
 -3.1782E+00 -4.9397E-01  6.3667E-01  1.1035E+00  4.6532E-01 -2.7569E+00  1.0615E+00  8.6384E-02  3.6950E-03  2.7665E+00  1.6859E+00  1.4723E+00  2.3730E+00  2.3255E+00  3.9863E+00 -7.6940E+00 -6.2249E+00 -6.1625E+00 -1.9159E+00  5.1335E-01  3.6667E+00  2.1264E+02  3.7744E+01
 -2.3959E+00 -7.4721E+00  1.3391E+00  1.3828E+00  7.8102E-01 -1.7808E+00 -2.0500E+00  8.5265E-02  4.4354E-03  2.6064E+00  1.1212E+00  8.8692E-01  2.3305E+00  2.3245E+00  3.7862E+00 -8.1569E+00 -6.0884E+00 -5.6996E+00 -2.4052E+00  5.2536E-01  3.5694E+00  2.1681E+02  3.1447E+01
 -1.2021E+00 -4.2820E+00  1.3999E+00  1.9227E+00  1.1212E+00 -2.0430E+00 -4.2265E-01  8.1103E-02  2.1355E-03  1.8271E+00  1.1263E+00  1.7949E+00  2.5027E+00  2.3159E+00  3.9855E+00 -8.0773E+00 -6.7132E+00 -5.8602E+00 -2.5053E+00  4.3045E-01  3.2263E+00  2.2461E+02  2.9631E+01
 -1.9725E+00 -7.1866E+00  1.4161E+00  1.8443E+00  7.6532E-01 -2.4141E+00 -9.7007E-01  1.0298E-01  4.2413E-03  1.1051E+00  1.1182E+00  2.5353E+00  2.2913E+00  2.2983E+00  3.9617E+00 -6.4375E+00 -6.4051E+00 -5.7662E+00 -1.8321E+00  5.0344E-01  3.5058E+00  1.9399E+02  3.5348E+01
 -3.4806E+00 -6.5002E+00  4.9523E-01  6.3664E-01  3.0682E-01 -2.3777E+00 -7.2855E+00  8.4402E-02  5.8071E-03  3.2140E+00  1.8192E+00  1.9014E+00  2.4851E+00  2.3063E+00  3.9020E+00 -8.1017E+00 -7.9059E+00 -7.0794E+00 -2.3885E+00  4.5653E-01  3.5622E+00  2.1942E+02  3.5484E+01
 -2.2939E+00 -5.8729E+00  2.3284E+00  2.8815E+00  2.0848E+00 -1.1661E+00 -6.4021E+00  9.5573E-02  5.5125E-03  2.9244E+00  1.2352E+00  2.1852E+00  2.3673E+00  2.3080E+00  3.9946E+00 -8.3045E+00 -7.7807E+00 -7.4345E+00 -1.8605E+00  5.3926E-01  3.1579E+00  2.0335E+02  2.9245E+01
 -7.5355E-01 -3.7306E+00 -8.2819E-01 -6.0301E-01 -1.7808E+00 -3.9104E+00  7.5642E-01  8.3304E-02  4.9667E-03  9.1166E-01  2.0068E+00  1.6556E+00  2.4160E+00  2.3335E+00  3.8324E+00 -8.7130E+00 -7.6854E+00 -7.6054E+00 -1.3169E+00  5.0868E-01  3.5143E+00  2.2218E+02  3.5594E+01
  2.2346E+00 -3.9216E+00  3.6906E-01  8.6142E-01  2.5516E-01 -2.4349E+00  1.5928E+00  8.5248E-02  4.1293E-03  1.2451E+00  1.9986E+00  1.1318E+00  2.4091E+00  2.3289E+00  3.9460E+00 -7.8160E+00 -7.5812E+00 -7.5692E+00 -1.7150E+00  4.1088E-01  4.5862E+00  2.1545E+02  2.8184E+01
 -4.9111E-01 -2.1527E+00  6.3917E-01  2.2057E+00  1.4839E+00 -1.8429E+00 -2.6301E+00  8.8738E-02  3.6064E-03  2.8557E+00  8.3742E-01  2.4368E+00  2.4340E+00  2.3145E+00  3.8551E+00 -8.4877E+00 -7.5987E+00 -7.0912E+00 -2.1482E+00  5.3733E-01  3.9995E+00  2.1319E+02  2.9211E+01
 -1.1998E+00 -4.6263E+00 -3.3031E-01  1.5763E-01 -3.6770E-01 -3.2942E+00  6.8982E-01  8.4766E-02  5.4498E-03  1.8272E+00  2.2501E+00  8.3556E-01  2.3615E+00  2.3313E+00  3.9730E+00 -8.3212E+00 -6.6261E+00 -5.7420E+00 -1.7072E+00  5.8693E-01  3.6535E+00  2.1550E+02  3.8784E+01
 -2.2322E+00 -4.6751E+00 -9.5636E-01  1.8454E-01  2.0301E-02 -3.9963E+00 -7.2707E+00  1.0254E-01  2.6750E-03  1.7314E+00  1.4782E+00  1.8006E+00  2.3984E+00  2.2901E+00  3.7414E+00 -8.2360E+00 -8.0564E+00 -7.1453E+00 -2.1960E+00  5.5838E-01  3.8091E+00  1.9263E+02  2.9621E+01
 -1.9391E+00 -8.7315E+00 -1.4500E+00 -1.2423E-02 -9.8046E-01 -4.5828E+00 -7.0461E+00  1.0421E-01  1.1173E-03  1.4863E+00  8.6814E-01  1.4697E+00  2.2873E+00  2.2965E+00  3.9616E+00 -7.3313E+00 -7.2731E+00 -5.6646E+00 -2.2061E+00  8.1316E-01  3.1712E+00  1.9369E+02  3.1806E+01
  1.5236E-02 -7.1079E+00  2.9200E-02  3.0623E-01 -3.0086E-01 -3.4250E+00 -5.2782E+00  8.6709E-02  5.4242E-03  2.7653E+00  1.8339E+00  2.1439E+00  2.5339E+00  2.3067E+00  3.9464E+00 -7.9989E+00 -7.3887E+00 -7.2147E+00 -2.0912E+00  5.4389E-01  3.8519E+00  2.1420E+02  4.0256E+01
  8.5593E-02 -7.7969E+00  2.0021E+00  1.3462E+00  4.8587E-01 -1.6639E+00 -6.8287E+00  9.7653E-02  5.6461E-03  1.0850E+00  1.8766E+00  1.0179E+00  2.3810E+00  2.2917E+00  3.8257E+00 -8.3766E+00 -7.6101E+00 -6.3991E+00 -2.1905E+00  4.9324E-01  3.3226E+00  2.0089E+02  3.2146E+01
 -2.2843E+00 -2.1536E+00 -1.1819E+00 -3.4522E-01 -1.4445E+00 -4.5737E+00 -4.7034E+00  1.0448E-01  3.8473E-03  2.7171E+00  1.3565E+00  2.3960E+00  2.3866E+00  2.2827E+00  3.8663E+00 -7.0057E+00 -6.5688E+00 -5.0305E+00 -2.1598E+00  1.7433E-01  2.9584E+00  1.9545E+02  2.2392E+01
 -9.6469E-01  1.1542E+00  2.5612E+00  2.3754E+00  1.5784E+00 -7.2352E-01  2.4257E+00  8.0746E-02  5.9521E-03  2.6729E+00  1.0291E+00  2.6191E+00  2.3200E+00  2.3435E+00  3.9469E+00 -8.5411E+00 -8.2470E+00 -7.6407E+00 -1.9230E+00  5.0314E-01  3.7584E+00  2.2434E+02  3.8358E+01
  7.9104E-01 -4.2499E+00  8.7335E-01 -5.2437E-01 -8.0551E-02 -2.6726E+00 -3.6709E+00  6.1941E-02  4.5491E-03  1.6168E+00  1.6228E+00  2.6788E+00  2.1853E+00  2.3640E+00  3.8533E+00 -6.6561E+00 -5.5124E+00 -5.1401E+00 -1.9421E+00  3.2814E-01  3.3148E+00  2.5617E+02  2.7089E+01
  1.1436E+00 -5.6379E+00  1.8188E+00  1.9447E+00  1.0138E+00 -1.6291E+00 -2.0480E+00  9.3082E-02  4.9603E-03  1.8930E+00  6.0028E-01  2.2702E+00  2.2820E+00  2.3206E+00  3.8241E+00 -8.9431E+00 -7.2547E+00 -7.2273E+00 -1.9282E+00  1.4001E-01  2.7586E+00  2.0415E+02  1.8593E+01
 -1.2061E+00 -6.0687E+00 -2.5577E-01  1.1550E+00  6.5957E-01 -2.9615E+00 -2.0869E+00  8.4992E-02  2.1366E-03  9.2104E-01  2.1592E+00  2.5370E+00  2.3849E+00  2.3234E+00  3.9739E+00 -6.2932E+00 -5.8970E+00 -5.4617E+00 -2.2572E+00  4.0652E-01  3.3501E+00  2.1586E+02  3.1593E+01
  1.7353E+00 -5.2084E+00  7.2659E-01  1.1296E+00  5.9016E-01 -2.7621E+00 -5.3890E+00  8.7534E-02  4.4034E-03  2.4534E+00  2.4095E+00  8.3501E-01  2.3612E+00  2.3220E+00  3.9597E+00 -7.1101E+00 -5.6797E+00 -4.9703E+00 -2.0559E+00  6.4721E-01  3.4505E+00  2.1046E+02  3.6418E+01
 -9.2507E-01 -1.6334E+00  1.5535E+00  1.5842E+00  5.6159E-01 -2.0309E+00  1.5946E+00  9.2646E-02  3.0648E-03  2.8741E+00  2.6516E+00  1.8338E+00  2.4587E+00  2.2972E+00  3.7935E+00 -8.9373E+00 -7.4879E+00 -6.9552E+00 -2.2754E+00  5.3803E-01  3.3337E+00  2.0793E+02  3.2871E+01
  2.7727E+00  2.9792E-02  5.3875E-01 -3.2503E-01 -7.4133E-01 -2.8503E+00 -2.0890E+00  7.0582E-02  3.3510E-03  6.2438E-01  4.8318E-01  5.3685E-01  2.0907E+00  2.4806E+00  3.9291E+00 -5.6629E+00 -4.9181E+00 -4.3101E+00 -1.0895E+00  3.7346E-01  3.4888E+00  2.4068E+02  2.9608E+01
 -3.2976E+00 -4.9085E+00  6.0172E-01  1.2225E+00  3.4091E-01 -2.8321E+00 -6.3445E+00  1.0369E-01  5.6596E-03  1.0722E+00  8.2599E-01  1.0129E+00  2.3924E+00  2.2867E+00  3.8957E+00 -7.9034E+00 -5.9119E+00 -5.1756E+00 -1.9895E+00  1.4863E-01  2.7714E+00  1.9398E+02  1.6907E+01
  5.2556E-01 -5.5499E+00  2.0631E+00  2.4999E+00  2.2874E+00 -9.5883E-01  2.1747E+00  9.2416E-02  4.8124E-03  1.9858E+00  1.1375E+00  1.1501E+00  2.4593E+00  2.3027E+00  3.9806E+00 -8.9505E+00 -7.9430E+00 -6.4739E+00 -2.0937E+00  5.0519E-01  3.5823E+00  2.0569E+02  3.6523E+01
 -1.1310E+00 -5.2315E+00  9.1010E-02  1.8709E+00  1.0493E+00 -2.2012E+00 -7.4329E+00  9.6596E-02  4.0506E-03  1.9318E+00  2.3748E+00  2.0816E+00  2.4992E+00  2.2920E+00  3.5474E+00 -8.1352E+00 -7.7411E+00 -7.2440E+00 -2.3689E+00  6.8181E-01  3.2459E+00  2.0242E+02  2.9835E+01
 -1.7475E+00 -2.7232E-01  2.1192E+00  1.9287E+00  1.1783E+00 -1.0030E+00  1.0711E+00  7.6554E-02  3.4953E-03  1.6677E+00  8.0708E-01  1.2008E+00  2.2992E+00  2.3491E+00  3.8724E+00 -8.1788E+00 -7.4178E+00 -6.9135E+00 -2.2842E+00  5.7067E-01  3.7533E+00  2.3197E+02  3.9736E+01
 -1.7697E+00 -1.9114E+00  2.1081E-01  4.6766E-01  3.3393E-01 -2.4443E+00  3.9228E-02  7.6532E-02  5.6808E-03  2.3103E+00  1.4164E+00  2.1130E+00  2.4176E+00  2.3433E+00  3.9937E+00 -8.7119E+00 -8.4467E+00 -6.5628E+00 -2.1747E+00  3.3166E-01  3.1731E+00  2.2759E+02  2.7185E+01
 -2.0756E+00 -8.4491E+00  8.3257E-01  2.0050E+00  1.9461E+00 -1.1665E+00 -5.5018E+00  8.9087E-02  4.6995E-03  3.4034E+00  8.2925E-01  1.4691E+00  2.3890E+00  2.2912E+00  3.8819E+00 -8.6771E+00 -7.8390E+00 -5.2717E+00 -2.5293E+00  6.7944E-01  3.1501E+00  2.1188E+02  2.8385E+01
 -1.2456E+00 -1.6824E+00 -2.8204E-01 -3.4755E-01 -7.9449E-01 -3.7097E+00 -2.7522E+00  9.8345E-02  3.6623E-03  2.7026E+00  1.6541E+00  1.0303E+00  2.2072E+00  2.3163E+00  3.9799E+00 -8.3292E+00 -7.6228E+00 -7.4494E+00 -1.9006E+00  9.0609E-01  3.0924E+00  2.0104E+02  3.0300E+01
  2.1549E+00 -6.7653E+00  2.9631E+00  2.8890E+00  1.9885E+00 -3.2961E-01 -3.6559E+00  8.4577E-02  1.8475E-03  1.0489E+00  1.5294E+00  1.2441E+00  2.3813E+00  2.3232E+00  3.9391E+00 -8.2699E+00 -8.1296E+00 -7.9033E+00 -2.4799E+00  4.2915E-01  3.1272E+00  2.1799E+02  2.7381E+01
 -7.4290E-01 -4.2796E+00 -6.5153E-03  1.4896E+00  4.9428E-01 -2.7932E+00 -8.5419E+00  1.0037E-01  1.9365E-03  9.9218E-01  1.4590E+00  8.0371E-01  2.3735E+00  2.2947E+00  3.8130E+00 -8.2652E+00 -7.8708E+00 -6.6485E+00 -2.2584E+00  3.5334E-01  3.2323E+00  1.9812E+02  2.8939E+01
 -2.9131E+00 -5.5046E+00  4.0402E-01  7.6584E-01  3.6049E-01 -2.2622E+00  1.8887E+00  8.0961E-02  5.2280E-03  1.6550E+00  2.3672E+00  1.2428E+00  2.4697E+00  2.3291E+00  3.8800E+00 -7.8030E+00 -7.2617E+00 -5.5076E+00 -1.6740E+00  5.4189E-01  3.8820E+00  2.2126E+02  4.0487E+01
 -3.1791E+00 -6.2588E+00 -3.3265E-01 -2.0198E-02 -1.0235E+00 -3.5882E+00 -1.2660E+00  8.9362E-02  3.6613E-03  1.3325E+00  2.3500E+00  9.2708E-01  2.5762E+00  2.2396E+00  3.7716E+00 -8.7037E+00 -8.0704E+00 -5.9186E+00 -3.3192E+00  5.7224E-01  4.1506E+00  2.1455E+02  2.8267E+01
  2.7619E-01 -1.9122E+00  1.6666E+00  2.5614E+00  1.2496E+00 -1.4655E+00 -6.5205E+00  9.6689E-02  1.8650E-03  2.7285E+00  3.2276E+00  1.9259E+00  2.5658E+00  2.2685E+00  3.7760E+00 -8.9688E+00 -8.4406E+00 -8.0798E+00 -2.6374E+00  4.4200E-01  3.4874E+00  2.0577E+02  3.3814E+01
 -1.6803E+00 -5.8285E+00  6.8182E-01  3.6896E-01 -4.9519E-01 -2.9570E+00 -5.2227E+00  9.0834E-02  3.1018E-03  9.8236E-01  2.5498E+00  1.8190E+00  2.5493E+00  2.2750E+00  3.8320E+00 -8.9173E+00 -8.3390E+00 -6.7004E+00 -2.6679E+00  4.9298E-01  3.9049E+00  2.1109E+02  3.9742E+01
  1.2170E+00 -7.1311E+00 -2.0338E-01  1.0368E-01 -6.0465E-01 -3.3641E+00  1.8426E-02  9.7848E-02  3.8113E-03  9.2515E-01  2.1901E+00  9.8179E-01  2.4168E+00  2.2983E+00  3.8977E+00 -7.5867E+00 -7.1185E+00 -6.7123E+00 -2.0600E+00  2.8031E-01  3.1036E+00  1.9856E+02  2.5885E+01
 -2.5070E+00 -8.3208E+00  4.9348E-02  9.6908E-01 -6.7709E-02 -3.0071E+00 -3.4052E+00  9.7704E-02  2.0452E-03  1.8742E+00  1.3793E+00  6.5195E-01  2.3981E+00  2.2971E+00  3.8339E+00 -8.6640E+00 -8.0533E+00 -7.2130E+00 -2.3083E+00  4.7962E-01  3.5355E+00  2.0064E+02  3.1259E+01
 -2.5676E+00 -7.9785E+00  2.0485E+00  2.5518E+00  1.5817E+00 -9.0216E-01 -8.8223E+00  9.0444E-02  2.8042E-03  2.4484E+00  2.7867E+00  8.4955E-01  2.2714E+00  2.3263E+00  3.9534E+00 -8.8932E+00 -7.9633E+00 -6.4626E+00 -2.0687E+00  5.1496E-01  3.7791E+00  2.0880E+02  3.9024E+01
 -7.5658E-01 -5.8808E+00 -6.1024E-01 -3.6788E-01 -1.2252E+00 -4.4333E+00  2.3624E-01  8.9296E-02  2.8402E-03  2.8058E+00  1.3517E+00  8.9956E-01  2.2669E+00  2.3362E+00  3.9611E+00 -8.3351E+00 -7.8201E+00 -7.2733E+00 -1.4770E+00  4.7848E-01  3.5666E+00  2.0834E+02  3.5895E+01
 -3.9057E+00 -1.7748E+00  6.8857E-02  7.1366E-01 -5.6265E-02 -3.3379E+00 -3.5740E+00  9.5530E-02  4.7362E-03  1.8020E+00  2.3849E+00  8.0396E-01  2.4146E+00  2.3022E+00  3.9965E+00 -8.9146E+00 -7.0917E+00 -6.2895E+00 -1.9129E+00  4.4275E-01  3.8960E+00  2.0148E+02  2.9303E+01
  6.2804E-01 -8.2954E+00  1.5033E+00  1.6025E+00  5.0197E-01 -2.1758E+00  1.2652E-01  1.0214E-01  5.6897E-03  9.0400E-01  1.3747E+00  1.1771E+00  2.4022E+00  2.2930E+00  3.9658E+00 -8.6446E+00 -7.8017E+00 -6.7321E+00 -1.9236E+00  5.2541E-01  3.5309E+00  1.9719E+02  3.6047E+01
 -2.1493E+00 -7.3142E+00  1.5604E+00  2.7413E+00  1.8106E+00 -1.5263E+00  2.7436E+00  1.0647E-01  3.3946E-03  1.8675E+00  6.2352E-01  1.7388E+00  2.2782E+00  2.2981E+00  3.8998E+00 -8.7443E+00 -8.0008E+00 -5.5476E+00 -1.7274E+00  3.8604E-01  3.3713E+00  1.9056E+02  3.1497E+01
 -6.8780E-01 -6.1077E+00  5.8272E-01  1.9053E+00  1.1043E+00 -2.2294E+00  9.9406E-01  1.0070E-01  3.1671E-03  8.1347E-01  2.6194E+00  1.8673E+00  2.3544E+00  2.2984E+00  3.9500E+00 -8.6091E+00 -7.2779E+00 -6.0864E+00 -2.0282E+00  5.4083E-01  3.9929E+00  1.9802E+02  3.4131E+01
  1.3099E+00 -7.7033E+00  2.0494E+00  2.2734E+00  1.4190E+00 -1.4789E+00  1.9678E+00  9.6435E-02  2.0073E-03  1.6759E+00  2.7436E+00  9.3520E-01  2.4108E+00  2.2927E+00  3.8083E+00 -8.3349E+00 -7.6843E+00 -7.5263E+00 -2.3697E+00  5.6560E-01  3.7324E+00  2.0222E+02  3.7995E+01
 -2.4143E+00 -3.1616E+00 -8.1380E-01  3.7031E-01 -5.2212E-02 -2.9041E+00 -3.4932E+00  8.1591E-02  3.5288E-03  1.2779E+00  1.1794E+00  1.6137E+00  2.2941E+00  2.3470E+00  3.7912E+00 -8.7912E+00 -7.4640E+00 -5.8288E+00 -2.1379E+00  4.3889E-01  3.4870E+00  2.2068E+02  3.1525E+01
  1.1763E+00 -1.2452E+00  8.6869E-01  2.3770E+00  1.5537E+00 -1.7401E+00 -5.2166E+00  9.4301E-02  4.1123E-03  8.0323E-01  7.9172E-01  1.2451E+00  2.3911E+00  2.3058E+00  3.8612E+00 -8.2521E+00 -6.0537E+00 -5.2388E+00 -2.1257E+00  6.6716E-01  3.3774E+00  2.0613E+02  3.5237E+01
  2.0248E+00 -8.1426E+00  1.0079E-01  7.2361E-01 -2.8919E-01 -3.2010E+00 -7.1958E+00  9.8319E-02  5.1231E-03  2.3739E+00  9.1758E-01  8.1448E-01  2.3608E+00  2.3056E+00  3.9658E+00 -8.7199E+00 -8.7173E+00 -7.7964E+00 -1.8693E+00  5.6631E-01  3.7373E+00  2.0105E+02  3.9475E+01
 -1.3219E+00 -5.1355E+00  2.1979E-01 -1.9557E-01 -7.6977E-01 -3.8617E+00 -3.1346E+00  9.2750E-02  5.5857E-03  6.7682E-01  7.8139E-01  1.7031E+00  2.2198E+00  2.3551E+00  3.9078E+00 -6.9587E+00 -6.6353E+00 -4.8398E+00 -1.4059E+00  4.9014E-01  3.6425E+00  2.0545E+02  3.7066E+01
