   -0.319017463922500610E+01    0.218823051452636719E+01   -0.818256783485412598E+01    0.703330278396606445E+00   -0.471714520454406738E+01    0.111580038070678711E+01   -0.150247764587402344E+01    0.199931291937828076E+00    0.258870309591293334E-02    0.293248568502357454E+01    0.241472911475357410E+01    0.112342992138210507E+01    0.120287141656756535E+01    0.389394329179911169E+01    0.256027025274225872E+01   -0.855333223374169727E+01   -0.588108145731052812E+01   -0.571227245665082695E+01   -0.563560832909547038E+01   -0.744869962056776325E+26   -0.570378062280500497E+01    1
   -0.149453127384185791E+01   -0.135474443435668973E+00   -0.108571171760559082E+01   -0.618671536445617676E+01   -0.352113175392150879E+01   -0.539099836349487305E+01   -0.770064353942871094E+01    0.136072363257408152E+00    0.218252426385879498E-02    0.183263114018222351E+01    0.342466718095152789E+01    0.388379481403926130E+01    0.362625605309559340E+01    0.369515811451268084E+01    0.445601326961183986E+00   -0.848235109852294578E+01   -0.674719807462711074E+01   -0.206959144532589701E+01   -0.155606912910923612E+01   -0.228014260522328283E+26   -0.570711395613835482E+01    1
    0.265572142601013184E+01    0.281283402442932129E+01   -0.185316753387451172E+01   -0.684293031692504883E+00   -0.657494902610778809E+01   -0.865865921974182129E+01   -0.230893278121948242E+01    0.189964387416839603E+00    0.550952738523483292E-02    0.362973956046859048E+01    0.153378696229680989E+01    0.399574542868201199E+01    0.305648510440122356E+01    0.380526391878442283E+01    0.352728547572599505E+01   -0.660568592138904442E+01   -0.219325505395136933E+01   -0.188098901033341459E+01   -0.185301041688606039E+01   -0.830079123697110807E+25   -0.571044728947168334E+01    1
   -0.356222254037857056E+01    0.163956141471862793E+01   -0.894780850410461426E+01   -0.327352523803710938E+00   -0.552068924903869629E+01   -0.267130494117736816E+01   -0.706511306762695312E+01    0.197403215765953072E+00    0.425965553522109942E-02    0.547967138176284285E+00    0.236672235447750090E+01    0.381204268757419218E+01    0.174228371655881253E+01    0.374721460898149372E+01    0.136939230049344673E+01   -0.852941876288899614E+01   -0.495533929294292719E+01   -0.172676319316064664E+01   -0.979805421708670354E+00   -0.421608529290847588E+24   -0.571378062280501098E+01    1
    0.264656609296798706E+01    0.279422163963317871E+01   -0.177302384376525879E+01   -0.846340584754943848E+01   -0.696264982223510742E+01   -0.896672630310058594E+01   -0.894816327095031738E+01    0.163511002063751243E+00    0.338942533731460566E-02    0.939745260394374893E+00    0.358119847946705061E+01    0.309261152412017282E+01    0.309379821811992572E+01    0.238976961532374865E+01    0.219828136179812095E+01   -0.588631986462511669E+01   -0.446373666757470922E+00    0.669537138075145810E+00    0.781505943119620294E+00   -0.257536439844623373E+23   -0.571711395613834394E+01    1
    0.153214555978775024E+01    0.256616163253784180E+01   -0.422866415977478027E+01   -0.605612683296203613E+01   -0.873532247543334961E+01   -0.350555491447448730E+01   -0.383253622055053711E+01    0.919734066724777199E-01    0.290585464239120472E-02    0.278968379158208757E+01    0.130984468050334080E+01    0.335871707137680842E+01    0.355225901383730136E+01    0.357641788300810726E+01    0.982425829999394207E+00   -0.746468533639456133E+01   -0.513454274997055560E+01   -0.392210973471593771E+01   -0.128369570334193561E+01   -0.520880263680375603E+19   -0.572044728947168135E+01    1
    0.737964749336242676E+00    0.146899080276489258E+01   -0.314122366905212402E+01   -0.179974079132080078E+00   -0.315934896469116211E+00   -0.887084341049194336E+01   -0.698427700996398926E+01    0.199440324306488059E+00    0.568498736619949332E-02    0.214452533604090068E+01    0.383571658411201089E+01    0.371561970547884357E+01    0.511600997335678320E+00    0.216500968668764671E+01    0.760699958221595307E+00   -0.607270715210700374E+01   -0.501438418574075584E+01    0.106361509951744360E+01    0.216807525688867209E+01   -0.732039887672753600E+17   -0.572378062280502586E+01    1
   -0.880551517009735107E+00    0.120973563194274902E+01   -0.449827337265014648E+01   -0.576201009750366211E+01   -0.152075815200805664E+01   -0.435180902481079102E+00   -0.509564065933227539E+01    0.198787320256233219E+00    0.276966190338134768E-02    0.701277622828344271E+00    0.188098908020262234E+01    0.342766635381342333E+01    0.369026925004049611E+01    0.126833868058224963E+01    0.226984779479450616E+01   -0.758005988593676605E+01   -0.656911622075666113E+01   -0.454018012418053907E+01   -0.374231818873680133E+01   -0.599753110685213760E+17   -0.572711395613835883E+01    1
   -0.178988265991210938E+01    0.289219021797180176E+01   -0.794240212440490723E+01   -0.179420900344848633E+01   -0.109395933151245117E+01   -0.649231982231140137E+01   -0.664076042175292969E+01    0.142113882303237932E+00    0.230344897508621190E-02    0.117580590220826320E+01    0.221169149322210679E+01    0.228811297023074456E+01    0.301126268261892438E+01    0.324336590520617651E+01    0.605534665955653750E+00   -0.725002960468587254E+01   -0.685461500160357584E+01   -0.671771707524204142E+01   -0.450524713482579919E+01   -0.404137726008691600E+17   -0.573044728947169002E+01    1
    0.134728026390075684E+01    0.382288455963134766E+00   -0.353793740272521973E+01   -0.407926297187805176E+01   -0.133223462104797363E+01   -0.850210762023925781E+01   -0.838104414939880371E+01    0.185178786516189575E+00    0.306808120012283352E-02    0.187671876854479169E+01    0.372231360405783995E+01    0.183825533377381078E+01    0.592957496299553410E+00    0.222215456507151377E+01    0.106427538447347292E+01   -0.646910607031168894E+01   -0.625765992752516809E+01    0.149207439060219560E+01    0.216797307895150793E+01   -0.809625955381778400E+16   -0.573378062280501766E+01    1
