# pmax       H2          H2O         CO2         CH4         NH3         N2          Rp          Mp          Tpoint001   Tpoint002   Tpoint003   Tpoint004   Tpoint005   Tpoint006   Ppoint002   Ppoint003   Ppoint004   Ppoint005           C/O         [Z]        Teff         MMW
 -3.4940E-01 -1.2215E+00  4.5075E-01 -2.7596E+00  2.2400E+00  2.3780E+00 -8.2919E+00  8.1984E-02  4.2382E-03  2.9810E+00  1.7148E+00  1.7778E+00  1.6498E+00  2.0242E+00  3.1475E+00 -7.9285E+00 -6.9363E+00 -4.7176E+00 -3.7565E+00  1.5073E+00  2.5638E+00  2.1155E+02  1.6778E+01
 -2.4118E+00 -8.3577E+00 -6.6948E-01 -3.5481E+00  7.7300E-01  8.0337E-01 -6.1044E+00  7.9663E-02  2.3650E-03  2.8060E+00  1.4390E+00  1.1351E+00  1.5270E+00  2.1986E+00  2.9533E+00 -5.5903E+00 -4.9128E+00 -3.5877E+00 -3.1057E+00  6.1474E+01  2.5235E+00  2.1245E+02  1.6502E+01
  2.7821E+00  9.1162E-01 -6.6309E+00 -1.5204E+00  2.0534E+00  2.2385E+00 -2.6370E+00  8.6414E-02  4.6012E-03  2.8925E+00  1.4895E+00  1.1958E+00  1.0863E+00  2.1190E+00  3.0002E+00 -6.2559E+00 -4.6526E+00 -4.3191E+00 -3.2663E+00  2.7628E+01  2.5178E+00  2.0585E+02  1.6460E+01
  1.9953E+00 -1.7982E+00 -1.2148E+00 -2.8843E+00  7.0603E-01  8.2270E-01 -4.3828E+00  8.6633E-02  4.2234E-03  2.4920E+00  2.8644E+00  1.1469E+00  1.2122E+00  2.1949E+00  2.9950E+00 -8.6345E+00 -6.6682E+00 -3.5406E+00 -2.8788E+00  1.8746E+03  2.5186E+00  2.0498E+02  1.6121E+01
 -3.6572E+00 -5.9607E+00 -3.0794E+00 -4.6271E+00 -1.4080E+00 -1.1853E+00 -5.5544E+00  8.6490E-02  2.1984E-03  2.8266E+00  1.6470E+00  5.4331E-01  1.3928E+00  2.2829E+00  3.3440E+00 -7.6507E+00 -5.6585E+00 -5.4433E+00 -2.8500E+00  7.9933E+01  2.5216E+00  2.0494E+02  1.6473E+01
  1.6272E+00 -1.4046E+00 -1.4410E+00 -6.4925E+00  2.7603E-01  4.2478E-01 -4.6847E+00  8.1581E-02  3.7465E-03  2.8898E+00  1.4476E+00  6.1669E-01  1.8148E+00  2.5125E+00  3.2452E+00 -6.4859E+00 -4.2800E+00 -3.6092E+00 -1.7967E+00  4.4435E+01  2.5300E+00  2.1039E+02  1.6557E+01
 -2.8655E+00 -2.4950E+00 -8.3675E-01 -4.6294E+00  1.5636E+00  1.7936E+00 -6.2419E+00  8.8087E-02  2.6609E-03  2.7096E+00  1.2577E+00  2.5782E+00  2.0517E+00  2.7627E+00  1.7528E+00 -7.9860E+00 -7.4231E+00 -4.8522E+00  2.6894E-01  5.2127E+01  2.5223E+00  2.0407E+02  1.6388E+01
  2.5619E+00 -7.2665E-01  6.8618E-01 -4.4497E+00  6.4788E-01  9.2078E-01 -4.1208E+00  8.3400E-02  4.3200E-03  2.7743E+00  1.7989E+00  7.3346E-01  1.3447E+00  2.4665E+00  3.2657E+00 -6.3586E+00 -4.3766E+00 -4.2955E+00 -1.8893E+00  2.5134E+02  2.5291E+00  2.0804E+02  1.6546E+01
 -4.6712E-01 -1.2677E+00  2.0616E-01 -4.9383E+00  1.4568E+00  1.7037E+00 -2.3575E+00  8.4785E-02  3.9366E-03  2.8595E+00  2.1487E+00  1.2855E+00  1.4535E+00  1.9576E+00  3.2206E+00 -8.0680E+00 -6.3587E+00 -5.3495E+00 -3.9677E+00  9.1557E-01  2.5797E+00  2.0478E+02  1.6772E+01
  2.7569E+00 -4.8736E+00  4.4975E-01 -6.8543E+00  2.3011E-01  4.3461E-01 -4.9026E+00  8.6073E-02  5.1811E-03  2.7633E+00  2.2967E+00  9.0488E-01  1.2301E+00  2.7950E+00  2.5391E+00 -7.4505E+00 -6.9217E+00 -6.2908E+00  1.3829E+00  1.7809E+01  2.5334E+00  2.0726E+02  1.6570E+01
 -1.8910E+00  7.0466E-01 -7.9530E-01 -5.4804E+00 -1.6282E+00 -1.4394E+00  1.1886E+00  8.7210E-02  1.7419E-03  2.1962E+00  2.7436E+00  2.1950E+00  1.6125E+00  2.2001E+00  3.1455E+00 -8.3949E+00 -5.4608E+00 -4.8865E+00 -2.1440E+00  6.0306E-01  2.6024E+00  2.0070E+02  1.7058E+01
 -2.0527E+00 -4.4318E+00 -3.2865E+00 -4.1142E+00  2.4726E+00  2.5709E+00 -6.6541E+00  7.7892E-02  3.1390E-03  2.8886E+00  1.5440E+00  7.4913E-01  1.7237E+00  2.2412E+00  3.0364E+00 -6.4512E+00 -4.2726E+00 -3.5013E+00 -2.9085E+00  1.4695E-01  3.5216E+00  2.1651E+02  2.1392E+01
 -3.5850E+00 -3.5688E+00 -8.5768E+00 -6.0105E+00 -3.6747E-01 -2.4438E-01 -8.9140E+00  7.8103E-02  3.7791E-03  2.9019E+00  2.5899E+00  1.5583E+00  1.5249E+00  2.1706E+00  3.1809E+00 -8.4704E+00 -5.4764E+00 -4.8410E+00 -3.2033E+00  4.4266E+05  2.5195E+00  2.1420E+02  1.6472E+01
 -1.3799E+00 -4.7448E+00 -1.2602E+00 -5.8384E+00 -9.8901E-01 -6.8339E-01 -3.0096E-01  8.6301E-02  5.8598E-03  2.7601E+00  2.3819E+00  1.7961E+00  1.3953E+00  2.1990E+00  3.2454E+00 -6.8822E+00 -6.5361E+00 -5.8444E+00 -2.8294E+00  2.1951E+05  2.5212E+00  2.0548E+02  1.6482E+01
  2.3137E+00 -4.5963E+00  4.9977E-01 -4.9510E+00  6.2038E-01  9.2097E-01 -6.4503E+00  8.5723E-02  5.8312E-03  2.8689E+00  2.7448E+00  1.9882E+00  1.5540E+00  1.9718E+00  3.5583E+00 -8.7200E+00 -7.2981E+00 -6.4795E+00 -4.2552E+00  1.8672E+00  3.1340E+00  2.0636E+02  2.3157E+01
 -2.8914E+00 -5.3678E-01 -7.3936E+00 -5.0273E+00 -2.7840E-01 -1.9998E-01 -5.2242E+00  7.9305E-02  4.0086E-03  2.7044E+00  2.0898E+00  5.3828E-01  1.9587E+00  2.4019E+00  3.7931E+00 -6.5016E+00 -5.1028E+00 -4.7308E+00 -2.2981E+00  1.3201E+00  2.5702E+00  2.1717E+02  1.6843E+01
  2.2844E+00 -4.9465E+00  7.5773E-01 -4.2098E+00  2.2023E+00  2.3569E+00 -6.4169E-02  8.3568E-02  4.4302E-03  2.6768E+00  2.0631E+00  9.6756E-01  9.4980E-01  1.5924E+00  3.3247E+00 -6.8569E+00 -6.8556E+00 -6.4591E+00 -4.9159E+00  2.7986E+04  2.4592E+00  2.0550E+02  1.3561E+01
