Nested Sampling Global Log-Evidence           :    0.145458940794218165E+04  +/-    0.258896078748062641E+00
Nested Importance Sampling Global Log-Evidence:    0.144691826280361670E+04  +/-    0.390804841494245547E-01

Dim No.       Mean        Sigma
   1   -0.513217754813669491E+00    0.182420099629756982E+01
   2   -0.436737306459204433E+01    0.239422228285555683E+01
   3    0.159646301566924964E+01    0.751165399002136636E+00
   4    0.178822919547760772E+01    0.758977698574161419E+00
   5   -0.595196460789335635E+01    0.161482331454136285E+01
   6   -0.612996409434614176E+01    0.126191128672471264E+01
   7   -0.315434152336555096E+01    0.292981215179724019E+01
   8    0.980435965801337156E-01    0.528794475060122889E-02
   9    0.419205030735812431E-02    0.112806191619989533E-02
  10    0.158605215094310759E+01    0.607085565285556239E+00
  11    0.158156451392580499E+01    0.587915791001186294E+00
  12    0.144640821565978483E+01    0.557167814174639897E+00
  13    0.190417833237901202E+01    0.299321653749677175E+00
  14    0.226067809833871802E+01    0.158761027879326028E+00
  15    0.324318963723931120E+01    0.273016207913575615E+00
  16   -0.780067902277378078E+01    0.820743415167665136E+00
  17   -0.655745007382632039E+01    0.103647563782999041E+01
  18   -0.534091559213238565E+01    0.115952809833341641E+01
  19   -0.173118783401339460E+01    0.106627268276734810E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.789579554893122815E+00
   2   -0.260394469508831072E+01
   3    0.197580230872654639E+01
   4    0.187031538589122448E+01
   5   -0.410054668807791778E+01
   6   -0.453211944830753488E+01
   7   -0.697843690605785127E+01
   8    0.895485661102543296E-01
   9    0.466787147708424069E-02
  10    0.128728489053544393E+01
  11    0.214094488335259570E+01
  12    0.199822809941768909E+01
  13    0.241026190221651149E+01
  14    0.220492448651865391E+01
  15    0.372010886363996329E+01
  16   -0.723421836648653915E+01
  17   -0.533990852577514996E+01
  18   -0.463422983381453601E+01
  19   -0.288830134311599895E+01

MAP Parameters
Dim No.        Parameter
   1   -0.789579554893122815E+00
   2   -0.260394469508831072E+01
   3    0.197580230872654639E+01
   4    0.187031538589122448E+01
   5   -0.410054668807791778E+01
   6   -0.453211944830753488E+01
   7   -0.697843690605785127E+01
   8    0.895485661102543296E-01
   9    0.466787147708424069E-02
  10    0.128728489053544393E+01
  11    0.214094488335259570E+01
  12    0.199822809941768909E+01
  13    0.241026190221651149E+01
  14    0.220492448651865391E+01
  15    0.372010886363996329E+01
  16   -0.723421836648653915E+01
  17   -0.533990852577514996E+01
  18   -0.463422983381453601E+01
  19   -0.288830134311599895E+01
