   619835370.83804703       -7792330.4992530346        5.2777227697068864E-002
   621345945.73970914       -6281755.5975909233        3.8352147682143602E-002
   623028403.42481673       -4599297.9124833345        2.7701946395541372E-002
   624390105.41640019       -3237595.9208998680        1.9877032267734521E-002
   625498809.08818555       -2128892.2491145134        1.4159784572248701E-002
   626407650.78909278       -1220050.5482072830        1.0008495007226833E-002
   627158280.34876359       -469420.98853647709        7.0150556029969996E-003
   627783364.63226914        155663.29496908188        4.8728927288166123E-003
   628308566.90652835        680865.56922829151        3.3525800717474205E-003
   628754100.66096640        1126399.3236663342        2.2832382149377130E-003
   629135943.61971653        1508242.2824164629        1.5383183832105693E-003
   629466783.67914963        1839082.3418495655        1.0247250607313028E-003
   629756755.29892230        2129053.9616222382        6.7449353227747922E-004
   630014013.30501413        2386311.9677140713        4.3843044945689148E-004
   630245181.37901556        2617480.0417155027        2.8126733441550844E-004
   630455704.65813577        2828003.3208357096        1.7798226854772567E-004
   630650129.67186022        3022428.3345601559        1.1102383199512993E-004
   630832330.07385266        3204628.7365525961        6.8230869369913463E-005
   631005553.03170574        3377851.6944056749        4.1355299881551001E-005
   631172206.95763874        3544505.6203386784        2.4821962512370243E-005
   631333955.20790839        3706253.8706083298        1.4783400258581481E-005
   631492011.50162768        3864310.1643276215        8.7537118903779328E-006
   631647208.55802870        4019507.2207286358        5.1634059220293197E-006
   631800037.88758492        4172336.5502848625        3.0398545837983201E-006
   631950675.81106138        4322974.4737613201        1.7897331556761075E-006
   632099002.72992563        4471301.3926255703        1.0558181087521140E-006
   632244621.77374184        4616920.4364417791        6.2531909557681302E-007
   632386882.26202691        4759180.9247268438        3.7253960621440942E-007
   632524912.62327266        4897211.2859725952        2.2369063398624637E-007
   632657666.25795627        5029964.9206562042        1.3563574348645068E-007
   632783982.14590216        5156280.8086020947        8.3214291573483700E-008
   632893110.11601937        5265408.7787193060        6.2111101110352698E-008
   632963950.23880160        5336248.9015015364        7.4419702225401798E-008
   632997965.81553388        5370264.4782338142        9.1485308232615702E-008
   633016974.67734611        5389273.3400460482        7.1411753452918094E-008
   633033193.54806757        5405492.2107675076        4.1363982747285977E-008
   633049462.94577026        5421761.6084702015        2.3878372904493300E-008
   633065851.22150910        5438149.8842090368        1.3716435764683069E-008
   633082454.13125634        5454752.7939562798        7.8280990720689140E-009
   633099397.64564514        5471696.3083450794        4.4317375435101546E-009
   633116842.65945947        5489141.3221594095        2.4849544320997329E-009
   633134992.33612549        5507290.9988254309        1.3778860761968061E-009
   633154103.11825466        5526401.7809545994        7.5436641188048933E-010
   633174500.91386843        5546799.5765683651        4.0714502473124747E-010
   633196604.73315871        5568903.3958586454        2.1629044842890451E-010
   633220961.27613389        5593259.9388338327        1.1291997825182222E-010
   633248295.95298624        5620594.6156861782        5.7846020489811823E-011
   633279589.06866026        5651887.7313601971        2.9031512345359376E-011
   633316191.32416105        5688489.9868609905        1.4252257318232281E-011
   633353861.83730996        5726160.5000098944        4.5922689238733695E-012
