    0.118737391751627630E+01   -0.229142752417064077E+01    0.220285231042101337E+01    0.231661168028162656E+01   -0.759538992535807544E+01   -0.640893698023952130E+01   -0.826092424575464257E+01    0.102421095360805195E+00    0.421271936146121878E-02    0.188952706873803189E+01    0.208891881894468723E+01    0.125577440761676096E+01    0.145576099334934339E+01    0.232755968808839819E+01    0.282295486838171872E+01   -0.811313134415149051E+01   -0.623430689756496204E+01   -0.552245445290307480E+01   -0.115106651816177319E+01    0.146149892264790947E+04
   -0.171118506364987422E+01    0.204940692061569507E+00    0.283873132960675711E+01    0.286189978899458097E+01   -0.652580208562993924E+01   -0.831306608296967653E+01   -0.334194350023294184E+01    0.101373010211388975E+00    0.413975871274229433E-02    0.792044333850174254E+00    0.164510755269516062E+01    0.825986940626031618E+00    0.935870496414350383E+00    0.193630291582389469E+01    0.270386962450145774E+01   -0.829867224095609757E+01   -0.774111416418035869E+01   -0.573101697789380093E+01   -0.323679372887009054E+01    0.146440687417983236E+04
   -0.110691520335839355E+01   -0.152978059255305254E+01    0.207181304790321086E+01    0.225456623164378023E+01   -0.339904742374087121E+01   -0.677843371188937915E+01   -0.188688171367892465E+01    0.107515781940101487E+00    0.105872834250465711E-02    0.144283617467305980E+01    0.134903518857493854E+01    0.211771640345654077E+01    0.168991453159820781E+01    0.217141785444662494E+01    0.283446470769994896E+01   -0.692229659175235224E+01   -0.666684815976565481E+01   -0.471842340909854840E+01   -0.238438783203147198E+01    0.146513699208082357E+04
   -0.328589582483426801E+01   -0.401532114607990565E+01    0.230351673070143192E+01    0.219542505097974328E+01   -0.353479931796665170E+01   -0.546186329689016503E+01   -0.780760148851455771E+01    0.842652114979067779E-01    0.500229651412862578E-02    0.165165884366687021E+01    0.251859147303122599E+01    0.867653323479764982E+00    0.177887748097863030E+01    0.209810359238713051E+01    0.304043885803945901E+01   -0.655249191329012781E+01   -0.487103259616055784E+01   -0.288921410640789800E+01   -0.192334427947245179E+01    0.146560003545318204E+04
    0.821281611318221749E+00   -0.471195191547263192E+01    0.126772070102531664E+01    0.182423698779599697E+01   -0.349073426300631695E+01   -0.511359666739064966E+01   -0.130655628954428060E+01    0.112233128073049332E+00    0.378285440333872309E-02    0.135968933472904974E+01    0.119514674565798851E+01    0.204089261840746783E+01    0.218087811551169519E+01    0.269441344354539725E+01    0.291797564835137813E+01   -0.431004161763729599E+01   -0.329169770837186082E+01   -0.244870901396296192E+01    0.185481213768688802E+01    0.146587538834817110E+04
   -0.311931845897568039E+01   -0.657069649514527043E+01    0.223551644192724730E+01    0.244151717104669430E+01   -0.610497126198864404E+01   -0.783664910140907267E+01   -0.297057393489440802E+01    0.110027218606694649E+00    0.555375436343988685E-02    0.103757373882169590E+01    0.672831141691500378E+00    0.111127489158781501E+01    0.196436362331529391E+01    0.223090685465937177E+01    0.303707967669770840E+01   -0.819718565154212442E+01   -0.718626655530019232E+01   -0.713005220045335353E+01   -0.194859922930987572E+01    0.146631806078683962E+04
   -0.361369529751575547E+01   -0.662842783736594843E+01    0.110577525036132762E+01    0.111873075784713372E+01   -0.738439033440267245E+01   -0.675307723906733415E+01    0.986867287145425820E+00    0.871796899114978679E-01    0.508674420183210380E-02    0.201767706459818363E+01    0.180143758913543461E+01    0.133903864473686918E+01    0.187821799257853717E+01    0.238200131344886668E+01    0.326487714586889277E+01   -0.886683747682043943E+01   -0.815357295453045516E+01   -0.279008646686469675E+01   -0.630430714142156123E+00    0.146668572698901721E+04
   -0.365759262962361698E+01   -0.533782496035503851E+01    0.265453927427831360E+01    0.277728116586961349E+01   -0.537306942576201596E+01   -0.685117338691013433E+01   -0.490979856930378933E+01    0.111139827496065116E+00    0.376088654387291129E-02    0.210961094973493468E+01    0.122182733890222628E+01    0.134431114895520976E+01    0.208604609566035260E+01    0.236133278453763706E+01    0.307484708691289876E+01   -0.832088092897767240E+01   -0.628415639733879239E+01   -0.335393368664611602E+01   -0.808225322364322984E+00    0.146680921881275549E+04
   -0.239667044968282728E+01   -0.206114637790132704E+01    0.137840249441964247E+01    0.168204844907362272E+01   -0.217314174072779664E+01   -0.443681184030305786E+01   -0.561709349075804365E+01    0.105912718126832256E+00    0.184279780029403023E-02    0.109792909843449138E+01    0.183265748045217136E+01    0.162534677413045880E+01    0.169987376219383379E+01    0.200689787795111574E+01    0.299194828952117664E+01   -0.835784005271130859E+01   -0.833351407408769518E+01   -0.740308037025934240E+01   -0.406649903205378216E+01    0.146684967037015736E+04
   -0.653778127201531806E-01   -0.125358624976963551E+01    0.126341037060948835E+01    0.207309211974849816E+01   -0.523357399665875356E+01   -0.755471442388439129E+01   -0.325097359105027550E+01    0.119844500044329338E+00    0.143091937267676500E-02    0.205817273264262557E+01    0.147420723627872086E+01    0.142788645823437932E+01    0.998164487206851692E+00    0.181553393107382832E+01    0.261183837044477940E+01   -0.748350313823775615E+01   -0.712358470661189358E+01   -0.683141859201944435E+01   -0.461998750585183338E+01    0.146729338982098989E+04
