   604234994.49701262       -11420161.455187440       0.17788560261842393     
   605982701.76611567       -9672454.1860843897       0.11870158094231409     
   608048023.58418775       -7607132.3680123091        7.8990878015815932E-002
   609838046.28131640       -5817109.6708836555        5.2406293815730288E-002
   611393107.92488706       -4262048.0273129940        3.4654317952264937E-002
   612747739.99678433       -2907415.9554157257        2.2833895027367147E-002
   613931439.10483921       -1723716.8473608494        1.4987621428562923E-002
   614969359.25531709       -685796.69688296318        9.7970840385630947E-003
   615882926.97128618        227771.01908612251        6.3760790116021244E-003
   616690382.75953972        1035226.8073396683        4.1303287367663996E-003
   617407253.76619482        1752097.8139947653        2.6623855884085408E-003
   618046763.43726957        2391607.4850695133        1.7072378419899484E-003
   618620184.51854157        2965028.5663415194        1.0887675722463662E-003
   619137141.84635174        3481985.8941516876        6.9036018134058371E-004
   619605871.20151699        3950715.2493169308        4.3510796433763449E-004
   620033440.12522721        4378284.1730271578        2.7250872221871655E-004
   620425936.11410975        4770780.1619096994        1.6955366889926797E-004
   620788627.08573830        5133471.1335382462        1.0477525341613420E-004
   621126098.48101926        5470942.5288192034        6.4285988446698527E-005
   621442370.87637770        5787214.9241776466        3.9152666370622033E-005
   621741001.53592110        6085845.5837210417        2.3663288969877219E-005
   622025173.34947062        6370017.3972705603        1.4188540165137787E-005
   622297746.50744116        6642590.5552411079        8.4395000125867091E-006
   622561174.84637213        6906018.8941720724        4.9844289008987853E-006
   622817426.41519213        7162270.4629920721        2.9264363832236705E-006
   623068031.63442850        7412875.6822284460        1.7099880525180301E-006
   623314140.91991603        7658984.9677159786        9.9559494415333025E-007
   623556564.52212882        7901408.5699287653        5.7824677402068579E-007
   623795799.95292473        8140644.0007246733        3.3542080416847673E-007
   624032051.41160524        8376895.4594051838        1.9454421714055780E-007
   624265245.02025938        8610089.0680593252        1.1295449551336935E-007
   624495043.28313637        8839887.3309363127        6.5728071574043504E-008
   624720861.87202740        9065705.9198273420        3.8376533965311543E-008
   624941891.50253201        9286735.5503319502        2.2508855070215249E-008
   625157127.21348011        9501971.2612800598        1.3277587492333137E-008
   625365406.72243547        9710250.7702354193        7.8862104182165482E-009
   625565458.66182053        9910302.7096204758        4.7217858066208020E-009
   625755960.40084457        10100804.448644519        2.8532396333756275E-009
   625934525.91850030        10279369.966300249        1.7639523780972901E-009
   626058833.57226110        10403677.620061040        2.2565167101855945E-009
   626107447.15251398        10452291.200313926        4.8780792116709199E-009
   626121457.78071475        10466301.828514695        7.4143620450887647E-009
   626129244.85396123        10474088.901761174        4.1134522164946783E-009
   626141074.31274581        10485918.360545754        1.1822146569727285E-009
   626166277.68463326        10511121.732433200        3.0754487428383241E-010
   626207552.58165908        10552396.629459023        1.2739315611422294E-010
   626256963.71553373        10601807.763333678        6.8580223315232034E-011
   626309061.92797470        10653905.975774646        3.7535445707720165E-011
   626363074.36664069        10707918.414440632        2.0903046560710605E-011
   626404272.56551421        10749116.613314152        1.1853272446979492E-011
