# pmax       H2          H2O         CO2         CH4         NH3         N2          Rp          Mp          Tpoint001   Tpoint002   Tpoint003   Tpoint004   Tpoint005   Tpoint006   Ppoint002   Ppoint003   Ppoint004   Ppoint005           C/O         [Z]        Teff         MMW
 -2.0413E+00 -9.2712E-01 -6.9144E+00 -4.8105E+00 -7.1704E+00  1.7833E+00  3.3931E-01  9.5124E-02  5.0841E-03  1.6263E+00  1.2256E+00  1.2882E+00  2.2798E+00  2.4251E+00  1.5635E+00 -8.0872E+00 -7.4705E+00 -6.7076E+00 -9.7007E-01  4.3631E-02  2.5809E+00  2.1614E+02  1.6885E+01
  2.5769E+00 -5.3127E-01  3.3609E-02 -4.5389E+00 -6.5693E+00  1.6379E+00 -6.9694E+00  9.2421E-02  3.0614E-03  1.6550E+00  8.0687E-01  5.1677E-01  1.6692E+00  2.4304E+00  1.9112E+00 -7.7216E+00 -6.9614E+00 -6.2708E+00 -2.6283E+00  5.0021E-01  2.6090E+00  2.1844E+02  1.7257E+01
  1.3474E+00 -3.5031E+00  2.6082E+00 -5.6612E+00 -6.1817E+00 -7.7755E-01 -2.4050E+00  9.8432E-02  3.2199E-03  2.7985E+00  1.6668E+00  4.8611E-01  1.1940E+00  2.4186E+00  2.0571E+00 -7.7446E+00 -6.4784E+00 -3.9470E+00 -1.9723E+00  2.7010E-05  2.5810E+00  2.1071E+02  1.6833E+01
  8.0933E-01 -4.3436E-01 -1.7984E-01 -5.9884E+00 -1.0138E+00 -4.4493E-01 -3.2150E+00  9.2245E-02  3.3175E-03  2.6538E+00  2.3366E+00  2.2659E+00  2.4012E+00  2.4498E+00  2.5324E+00 -6.3080E+00 -5.1529E+00 -2.9293E+00 -1.4829E+00  6.9994E-09  2.7554E+00  2.1844E+02  1.7885E+01
 -5.9601E-01 -4.9247E+00 -5.8848E+00 -4.7550E+00 -7.1661E+00 -5.9597E+00 -3.2509E+00  9.6699E-02  2.7277E-03  1.7921E+00  5.9314E-01  2.6301E+00  1.4156E+00  2.4261E+00  6.7514E-01 -7.9036E+00 -6.1023E+00 -5.0215E+00 -4.6307E+00  1.4658E-01  2.5582E+00  2.1569E+02  1.3591E+01
  3.2609E-01 -7.9641E+00 -4.8036E+00 -7.7072E+00 -3.1187E+00  1.2366E+00 -4.1356E+00  8.0488E-02  5.8419E-03  1.0468E+00  1.0669E+00  6.7131E-01  8.3412E-01  2.4635E+00  1.7326E+00 -8.6080E+00 -8.1428E+00 -6.8791E+00 -2.8157E+00  4.8399E-01  4.6510E+00  2.3881E+02  2.7721E+01
  5.5174E-01 -1.2870E+00  4.7768E-01 -4.5767E+00 -7.6142E+00  3.5554E-01  8.7260E-01  8.8960E-02  1.3394E-03  1.2957E+00  2.5124E+00  1.1961E+00  1.9603E+00  2.4391E+00  2.1847E+00 -8.7171E+00 -7.9733E+00 -5.3136E+00 -2.5258E+00  4.8288E+01  2.5794E+00  2.2469E+02  1.6907E+01
  1.4300E+00 -6.5974E+00 -2.9441E+00 -7.0965E+00 -4.2374E+00 -4.9352E+00 -5.4074E+00  9.2571E-02  4.4978E-03  1.0013E+00  5.7681E-01  2.3322E+00  1.9649E+00  2.4267E+00  2.1212E+00 -6.2228E+00 -6.0615E+00 -6.0010E+00 -3.3578E+00  8.8311E-06  3.2505E+00  2.2074E+02  2.3439E+01
 -2.0012E+00 -5.1289E+00 -3.4249E+00 -3.5193E+00 -8.0571E+00  1.8271E+00 -3.2782E+00  9.1527E-02  3.9973E-03  7.3179E-01  2.2697E+00  7.0608E-01  2.1675E+00  2.4459E+00  2.1556E+00 -8.8038E+00 -7.9185E+00 -5.8887E+00 -1.4213E+00  5.0954E-02  2.7360E+00  2.2094E+02  1.7813E+01
  1.9084E-01 -6.7749E+00  9.0975E-01 -3.1095E+00 -8.7589E+00  2.2824E+00  5.3954E-01  8.7434E-02  5.1218E-03  2.7129E+00  1.7026E+00  1.6847E+00  7.3039E-01  2.4434E+00  1.8484E+00 -6.7261E+00 -3.9991E+00 -3.7926E+00 -3.4238E+00  3.0839E-01  2.5794E+00  2.2646E+02  1.6907E+01
