#    T [K]      P [bar]     H2O            CO2            CH4            NH3            N2             H2        
   246.841   6.140E-004    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   237.304   3.748E-004    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   226.957   2.288E-004    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   215.926   1.397E-004    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   204.341   8.525E-005    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   192.338   5.204E-005    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   180.054   3.176E-005    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   167.625   1.939E-005    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   155.182   1.184E-005    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   142.849   7.224E-006    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   130.743   4.410E-006    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   118.969   2.692E-006    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   107.620   1.643E-006    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
    96.775   1.003E-006    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
    86.499   6.122E-007    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
    76.845   3.737E-007    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
    67.847   2.281E-007    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
    50.688   1.392E-007    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
    28.965   8.500E-008    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
    14.861   5.188E-008    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
     8.061   3.167E-008    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
     5.465   1.933E-008    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
     5.673   1.180E-008    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
    14.199   7.203E-009    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
    59.153   4.397E-009    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   234.120   2.684E-009    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
   508.506   1.638E-009    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
    35.536   1.000E-009    5.2445E-001    4.6714E-006    2.2194E-007    4.6823E-001    2.9132E-003    4.3965E-003
