   616915963.42654192       -473383.81835806370        4.6461936750411936E-002
   617075945.57179105       -313401.67310893536        2.5963120018044978E-002
   617305019.67526162       -84327.569638371468        1.4592436141545958E-002
   617553239.51937091        163892.27447092533        8.2499128891770721E-003
   617820636.66294014        431289.41804015636        4.6920308290129059E-003
   618106986.81103337        717639.56613337994        2.6847359333352912E-003
   618411789.45328987        1022442.2083898783        1.5456487616563174E-003
   618734252.99461353        1344905.7497135401        8.9542219006185091E-004
   619073286.48324919        1683939.2383491993        5.2202583234451196E-004
   619427498.89057910        2038151.6456791162        3.0629684768966305E-004
   619795206.68166006        2405859.4367600679        1.8089174254839257E-004
   620174450.13939202        2785102.8944920301        1.0753749893269644E-004
   620563018.57652545        3173671.3316254616        6.4358421893629742E-005
   620958484.20119083        3569136.9562908411        3.8778802904031367E-005
   621358244.01026177        3968896.7653617859        2.3526984099407390E-005
   621759663.21204054        4370315.9671405554        1.4366661077449778E-005
   622160487.74159813        4771140.4966981411        8.8149800231030894E-006
   622558830.25527871        5169483.0103787184        5.4339821837292567E-006
   622952842.33740783        5563495.0925078392        3.3657156289459564E-006
   623340706.41633451        5951359.1714345217        2.0947389100102719E-006
   623720662.51657045        6331315.2716704607        1.3101064691260963E-006
   624091034.32994783        6701687.0850478411        8.2345227349112878E-007
   624450253.92981112        7060906.6849111319        5.2018325147038961E-007
   624796884.47482336        7407537.2299233675        3.3028688325675215E-007
   625129640.29679525        7740293.0518952608        2.1080177247343536E-007
   625447403.83893430        8058056.5940343142        1.3524963407552190E-007
   625749239.00473773        8359891.7598377466        8.7238419356248506E-008
   626034400.58980107        8645053.3449010849        5.6574440275614862E-008
   626302339.59445143        8912992.3495514393        3.6889644640152827E-008
   626552704.34887087        9163357.1039708853        2.4187520190829959E-008
   626785337.51826668        9395990.2733666897        1.5948205569718772E-008
   627000269.18752992        9610921.9426299334        1.0575401176083546E-008
   627197706.34676254        9808359.1018625498        7.0530564952859028E-009
   627378019.20566845        9988671.9607684612        4.7313415184312218E-009
   627541724.85159957        10152377.606699586        3.1926300253865535E-009
   627689468.82966638        10300121.584766388        2.1672109555420331E-009
   627822005.26170814        10432658.016808152        1.4800384990493051E-009
   627940176.13342440        10550828.888524413        1.0169392221980038E-009
   628044890.36630714        10655543.121407151        7.0306918582570112E-010
   628130700.90406346        10741353.659163475        5.7443852425817892E-010
   628188376.41222894        10799029.167328954        6.1363279585405635E-010
   628220114.58316123        10830767.338261247        7.3003569257622582E-010
   628236715.90737438        10847368.662474394        8.2155084083326488E-010
   628246512.78499186        10857165.540091872        7.3963821620524243E-010
   628254580.59859836        10865233.353698373        4.3493795675893416E-010
   628268975.02549946        10879627.780599475        1.0607614104915172E-010
   628322113.16232622        10932765.917426229        1.5542967534309183E-011
   628534673.22553730        11145325.980637312        2.3971342056898603E-012
   629073592.77375841        11684245.528858423        6.7368514123165343E-013
   629455897.64270771        12066550.397807717        5.8844523872298668E-012
