    0.133776861429214478E+01    0.208174109458923340E+01   -0.250161409378051702E+00   -0.416238999366760254E+01   -0.763101983070373535E+01   -0.617684125900268555E+01   -0.833166360855102539E+01    0.682142108678817777E-01    0.173378115892410282E-02    0.364037790312921761E+01    0.383675863715104803E+01    0.293344499492479072E+01    0.338619204727931278E+01    0.377437456537985172E+01    0.225063904979689422E+01   -0.119512618608259924E+01   -0.756029985734487209E+00    0.304195779617726980E+00    0.231973255131090861E+01   -0.117521398091700654E+31   -0.570378062280500497E+01    1
    0.167246752977371216E+01   -0.363117885589599609E+01   -0.894027113914489746E+01   -0.790117049217224121E+01   -0.636438417434692383E+01   -0.803383684158325195E+01   -0.556418967247009277E+01    0.189441596865654011E+00    0.276593661308288576E-02    0.364265089328540315E+01    0.324521156640636566E+01    0.230768246680096523E+01    0.146913160202778914E+01    0.361693394317747785E+01    0.254399963361282833E+01   -0.188773483973090883E+01   -0.171480715719849308E+01    0.398397373545076178E-01    0.178623187783957915E+01   -0.111394528432442509E+28   -0.570711395613835482E+01    1
    0.131100064516067505E+01    0.850484132766723633E+00   -0.425312662124633789E+01   -0.672691011428833008E+01   -0.639096379280090332E+01   -0.714645838737487793E+01   -0.729965329170227051E+01    0.148690807819366472E+00    0.370807653665542608E-02    0.136024290889900912E+01    0.390257027427661241E+01    0.335677207586977477E+01    0.217310830424394474E+01    0.315070167372377519E+01    0.165575566512747208E+01   -0.463207242715045098E+01   -0.356518123710286616E+01   -0.228267813907648875E+01   -0.592471708871946889E+00   -0.162253364295228261E+26   -0.571044728947168334E+01    1
    0.608597636222839355E+00   -0.651190280914306502E-01   -0.522428441047668457E+01   -0.225565266609191895E+01   -0.453382730484008789E+01   -0.527885198593139648E+01   -0.606711602210998535E+01    0.163659052252769471E+00    0.490669167041778587E-02    0.175251302309082768E+01    0.373355412107109297E+01    0.228201784268765184E+01    0.253353677447071624E+01    0.141039801285629829E+01    0.454725831802086811E+00   -0.361913124561567656E+01   -0.839790022667052494E+00    0.364837358621048047E+00    0.757781668433609390E+00   -0.199305414847406932E+21   -0.571378062280501098E+01    1
   -0.345637482404708862E+01    0.127403640747070312E+01   -0.873264884948730469E+01   -0.236966872215270996E+01   -0.569914197921752930E+01   -0.307209849357604980E+01   -0.142452478408813477E+01    0.115111908316612235E+00    0.587681180238723740E-02    0.323562655027141988E+01    0.358286291405175472E+01    0.378161129297612142E+01    0.130727602720686908E+01    0.393272855270768495E+01    0.337704201756298961E+01   -0.771719911093716071E+01   -0.717859114331025339E+01   -0.776009927230989938E+00    0.251099251302837556E+00   -0.101056671483884500E+17   -0.571711395613834394E+01    1
   -0.117011505365371704E+01    0.221529507637023926E+01   -0.760416555404663086E+01   -0.476516032218933105E+01   -0.286999869346618652E+01   -0.241023659706115723E+01   -0.808712482452392578E+00    0.974555218219756991E-01    0.316359525918960592E-02    0.141034547415439127E+01    0.144389196709022505E+01    0.588451504958674376E+00    0.111231915581890584E+01    0.378312810869797822E+01    0.477177086807268780E+00   -0.737694781772369979E+01   -0.656859853961597295E+01   -0.564276123265350460E+01   -0.264503253991257026E+01   -0.801608194403772500E+16   -0.572044728947168135E+01    1
    0.442445278167679886E-03    0.486639976501464844E+00   -0.566700983047485352E+01   -0.630473756790161133E+01   -0.840387725830078125E+01   -0.594819617271423340E+01   -0.830235171318054199E+01    0.596657818555831956E-01    0.301329678297042845E-02    0.141429289613815401E+01    0.376918174218286905E+01    0.286946944717113306E+01    0.358401451134780480E+01    0.359475133748609510E+01    0.169177083893104752E+01   -0.746007983534802577E+01   -0.553210580200442337E+01   -0.432023628205629784E+01   -0.105950267384763119E+01   -0.565046806839633400E+16   -0.572378062280502586E+01    1
    0.227789443731307983E+01   -0.206542396545410156E+01   -0.825773763656616211E+01   -0.365167665481567383E+01   -0.540818238258361816E+01   -0.632795834541320801E+01   -0.450085616111755371E+01    0.104741928577423093E+00    0.203301882743835453E-02    0.156978788471160891E+01    0.194358713551275986E+01    0.299130031567452503E+01    0.378323467505285826E+01    0.274531368793153385E+01    0.205941455331727674E+01   -0.882342962342527315E+01   -0.515167854476919551E+01   -0.310070665607391227E+01    0.218510082534247613E+00   -0.451247512247270300E+16   -0.572711395613835883E+01    1
    0.740689694881439209E+00    0.661267518997192383E+00   -0.192394065856933594E+01   -0.253672456741333008E+01   -0.826696515083312988E+01   -0.861056041717529297E+01   -0.144236898422241211E+01    0.177452000379562380E+00    0.299083447456359886E-02    0.332796023461712753E+01    0.225682670501338656E+01    0.332911225732776783E+01    0.309880917657953825E+01    0.553546875943180750E+00    0.889623551482427333E+00   -0.771528113638739033E+01   -0.299494102952195185E+01   -0.195924629790851146E+01   -0.168271978622412410E+01   -0.243572332799029100E+16   -0.573044728947169002E+01    1
   -0.184542715549468994E+01    0.215374517440795898E+01   -0.683007287979125977E+01   -0.871754407882690430E+00   -0.825580430030822754E+01   -0.231242179870605469E+00   -0.720561432838439941E+01    0.155770694017410283E+00    0.555273061990737941E-02    0.318017737444464732E+01    0.385650000121576575E+01    0.321783890271283779E+01    0.150965702131814705E+01    0.156321118785225122E+01    0.198535795601633747E+01   -0.721571492814634041E+01   -0.663754115987770632E+01   -0.551582472849597316E+01   -0.226789883195466002E+01   -0.237360560543716550E+16   -0.573378062280501766E+01    1
