   -0.368454029623512991E+01   -0.752133897312312794E+01   -0.283564425052204250E+01   -0.677688329183222038E+01   -0.479910932126777823E+01   -0.278190762600884156E+00   -0.363036006409091705E+01    0.652054901945320758E-01    0.383949461808219756E-02    0.285873523852881917E+01    0.131532276947512550E+01    0.189563483724912962E+01    0.219301215879718558E+01    0.249859092275200112E+01    0.889877121838610008E+00   -0.813608038964094504E+01   -0.513482069972651978E+01   -0.482684020838173478E+01   -0.675562622543568025E+00    0.149340246181995963E+04
   -0.357771112721703100E+01   -0.393810052889379136E+01   -0.533761673005520532E+01   -0.520140172585952776E+01   -0.435912356341844731E+01    0.218752662133105780E+01   -0.746010414963499890E+01    0.635435614172351754E-01    0.277571298153292487E-02    0.206779240910660667E+01    0.475016416374186234E+00    0.221115242483737973E+01    0.231094825860465125E+01    0.250669255695597482E+01    0.100696330769066567E+01   -0.718836857141827323E+01   -0.469279712510857827E+01   -0.469185220345296461E+01    0.426520321196456109E+00    0.149368762527146146E+04
    0.174976740415253218E+01    0.204855909627108623E+01   -0.900069649763871382E+00   -0.487527281349883079E+01   -0.883237736918951555E+01    0.296740980064674886E+01   -0.255537575526171068E+01    0.701229557602860987E-01    0.520684787428342746E-02    0.193129514910507849E+01    0.276144423532827910E+01    0.173525457149230045E+01    0.201457275306879069E+01    0.250353543184317129E+01    0.114344858048321374E+01   -0.822108750454358272E+01   -0.819566067257304809E+01   -0.699632112123441097E+01    0.977066986503141305E-01    0.149421415851965003E+04
   -0.192547712713430963E+01   -0.358848621084486830E+01   -0.128578906933875103E+01   -0.593398024270710245E+01   -0.413416344462036456E+01   -0.203997203907581720E+00    0.267052861628076899E+00    0.636604792849298079E-01    0.302405542152614807E-02    0.323600185073796665E+01    0.109142906542393403E+01    0.707981178745183293E+00    0.184161065829840842E+01    0.252869205707557532E+01    0.790927582406281582E+00   -0.795951767911590657E+01   -0.744072657322120712E+01   -0.663195850652702035E+01    0.528426303951005316E+00    0.149469942111616547E+04
    0.169206367973666350E+01   -0.464240745789372777E+01    0.956524455123616946E+00   -0.268934700546644478E+01   -0.597986790444945093E+01    0.875442974132921492E+00   -0.871425418643994476E+00    0.708563624883192383E-01    0.440949151849748342E-02    0.147256800941096300E+01    0.530117531919952367E+00    0.236568230447547290E+01    0.238823236758561164E+01    0.242889024649063501E+01    0.303513331307613576E+01   -0.757909628820633952E+01   -0.732600309922325188E+01   -0.683774249435711390E+01   -0.238218445529263079E+01    0.149520280814268995E+04
   -0.118032965255908184E+01   -0.696842433214138701E+01   -0.898767276518272240E+01   -0.171268126459498760E+01   -0.309060849389093306E+01    0.234898440655169694E+01   -0.289193602557631380E+01    0.643759809102949915E-01    0.368056251185704553E-02    0.272615209880983755E+01    0.117155069142279267E+01    0.202462195719207116E+01    0.209779751518952384E+01    0.244315226274554798E+01    0.255030027875274046E+01   -0.757460331331498438E+01   -0.708386150787658853E+01   -0.543016874315403708E+01   -0.306059022557263560E+01    0.149569468316213988E+04
    0.167497863656213397E+01   -0.330870341675964319E+01   -0.614711419958480576E+01   -0.345084841782106722E+01   -0.193401963438615887E+01    0.227486704749510160E+01   -0.163685791992559643E+00    0.671421638233721113E-01    0.466516505814781011E-02    0.140991010515082782E+01    0.101700183060380134E+01    0.129060673468795017E+01    0.236730851799132136E+01    0.248190528208241279E+01    0.307118945027821999E+01   -0.844553392298910310E+01   -0.731500742248755742E+01   -0.462336512832143853E+01   -0.153833431306372193E+01    0.149611375124152028E+04
   -0.177334699906421100E+01   -0.412559590779950902E+01   -0.678887511318359582E+01   -0.805651624559482471E+01   -0.717046163272099424E+01   -0.403042945074927772E+00   -0.529192047844597013E+01    0.650115862456513288E-01    0.126456231159874106E-02    0.273890853231380360E+01    0.959343100855820197E+00    0.117869831668070146E+01    0.203661122100957259E+01    0.250270576496153341E+01    0.131375390283746452E+01   -0.851570605276483050E+01   -0.816759830836166145E+01   -0.669832823172935932E+01   -0.834963681678177139E+00    0.149617368014435942E+04
   -0.159642826572959384E+01   -0.441521119486866453E+01   -0.573472330063554825E+01   -0.561376501498781089E+01   -0.608687630776285538E+01   -0.409354136768627086E+00    0.150742966327690375E+01    0.647604327631236265E-01    0.590712506937416185E-02    0.343433651773853699E+01    0.224550652223876401E+01    0.143273035575931984E+01    0.231635123259975417E+01    0.248720460103747110E+01    0.234654977790771913E+01   -0.670639624804414325E+01   -0.544240996760414841E+01   -0.337501938129826407E+01   -0.138165259849064694E-02    0.149657999707417798E+04
    0.392417155604231738E+00   -0.591763324850990813E+01   -0.720903552540914205E+00   -0.445767611926930130E+01   -0.580779919563763869E+01    0.218421373641823457E+01   -0.350544495978635151E+01    0.661856379625379160E-01    0.299805490915190957E-02    0.987285670462928255E+00    0.188362219067770442E+01    0.153590269582790295E+01    0.231901219504768008E+01    0.246722651629587997E+01    0.337230180030262838E+01   -0.781547752287170105E+01   -0.613873172529047118E+01   -0.602057100797591449E+01   -0.203157058946376301E+01    0.149658001558766910E+04
