# pmax       H2          H2O         CO2         CH4         NH3         N2          Rp          Mp          Tpoint001   Tpoint002   Tpoint003   Tpoint004   Tpoint005   Tpoint006   Ppoint002   Ppoint003   Ppoint004   Ppoint005           C/O         [Z]        Teff         MMW
 -3.1753E+00 -2.1014E+00 -1.8809E+00 -2.7833E+00 -9.8595E-01 -4.4046E+00 -8.2593E+00  8.8433E-02  3.8712E-03  2.1620E+00  1.8462E+00  2.8870E+00  1.2237E+00  2.4067E+00  2.2056E+00 -8.5361E+00 -8.4254E+00 -7.6558E+00 -5.5547E+00  4.4672E+00  2.5937E+00  1.9891E+02  1.9034E+01
  6.0123E-01 -4.3118E+00 -4.8360E+00 -8.8013E-01 -7.7461E-01 -9.6685E-01 -1.9987E+00  8.4948E-02  3.8424E-03  2.3042E+00  3.1789E+00  9.3588E-01  1.0462E+00  2.4045E+00  1.6727E+00 -8.7815E+00 -7.8942E+00 -6.1588E+00 -4.3529E+00  6.3792E+00  2.4824E+00  2.0343E+02  1.5620E+01
  6.4268E-01 -1.9285E+00 -1.8090E+00  9.2885E-01  6.5689E-01 -3.3196E+00 -5.8438E+00  7.2524E-02  2.4956E-03  3.3561E+00  1.7739E+00  1.3886E+00  2.0965E+00  2.4317E+00  2.3113E+00 -8.5360E+00 -7.2733E+00 -6.3224E+00 -5.2801E+00  1.1375E+00  2.8980E+00  2.2148E+02  2.5221E+01
 -3.1374E+00  9.2436E-01 -5.0397E+00 -2.5915E+00 -6.9412E-01 -3.9374E+00 -2.9278E+00  7.8089E-02  5.9354E-03  1.5142E+00  1.9246E+00  1.1860E+00  1.4579E+00  2.4279E+00  2.0387E+00 -8.4044E+00 -7.9142E+00 -7.2630E+00 -3.6732E+00  7.6661E-01  3.2737E+00  2.1447E+02  3.3971E+01
  1.9454E+00  2.3038E+00 -3.3256E+00  1.6267E+00  7.9795E-01 -1.9701E+00 -8.1696E+00  7.5921E-02  2.4516E-03  1.3343E+00  1.7281E+00  2.1012E+00  1.9496E+00  2.4327E+00  2.0111E+00 -7.9245E+00 -7.4566E+00 -7.0154E+00 -3.9571E+00  3.9910E+01  1.1379E+00  2.1606E+02  2.3448E+00
 -2.6249E+00 -7.4672E+00 -4.2573E+00 -1.8005E+00 -2.8019E+00 -2.8648E+00 -4.7556E+00  7.7057E-02  3.1012E-03  2.5246E+00  1.3460E+00  1.6199E+00  7.4458E-01  2.4436E+00  1.6272E+00 -8.4501E+00 -6.4965E+00 -4.7857E+00 -4.6299E+00  5.7417E-01  2.5501E+00  2.1489E+02  9.4140E+00
 -3.4903E+00 -8.4850E+00  1.9899E-01 -1.4115E+00  1.5293E+00 -1.4774E+00 -7.6035E-01  8.2956E-02  4.9024E-03  1.4037E+00  6.2055E-01  6.5569E-01  1.7117E+00  2.4271E+00  2.1929E+00 -8.4632E+00 -6.7397E+00 -6.1534E+00 -5.6498E+00  5.4887E-01  3.7381E+00  2.0810E+02  3.9337E+01
 -9.2972E-02 -5.1955E+00 -8.8854E+00 -2.0470E+00 -1.9516E-01 -4.3861E+00 -5.6441E+00  8.7445E-02  3.9736E-03  1.5215E+00  2.7111E+00  1.5508E+00  2.3431E+00  2.4108E+00  2.2612E+00 -8.3546E+00 -7.7319E+00 -6.8887E+00 -5.4117E+00  2.0416E+01  2.4700E+00  2.0212E+02  1.6103E+01
 -2.0462E+00  1.3787E+00 -1.0984E+00 -2.9068E+00 -1.8491E+00 -5.0169E+00 -3.7732E+00  7.3035E-02  5.4808E-03  1.1470E+00  2.8932E+00  2.7250E+00  2.3126E+00  2.4504E+00  2.1885E+00 -8.6610E+00 -7.6828E+00 -6.2880E+00 -5.2107E+00  3.6051E+01  2.4724E+00  2.2264E+02  1.6312E+01
 -1.7491E+00 -4.3568E+00 -2.3108E+00 -1.3409E+00 -6.5381E-01 -2.2220E+00  1.9762E+00  7.7189E-02  2.2004E-03  1.6057E+00  1.3458E+00  2.0976E+00  8.5234E-01  2.4345E+00  2.2582E+00 -8.6204E+00 -8.1897E+00 -5.7545E+00 -5.1288E+00  1.8724E-01  3.6583E-01  2.1212E+02  2.0647E+00
  1.7983E+00 -5.2170E+00 -2.2434E+00  1.3393E+00  2.3160E+00 -9.7911E-01 -1.9472E+00  7.0517E-02  2.5125E-03  4.9733E-01  6.4221E-01  4.3172E-01  1.0478E+00  2.4478E+00  2.2526E+00 -7.7469E+00 -7.3423E+00 -6.1838E+00 -5.5850E+00  2.7836E+00  5.3730E+00  2.2707E+02  2.7790E+01
 -8.3281E-01  2.2118E+00 -6.6568E+00  2.1718E+00  1.3880E+00 -1.9371E+00 -3.8374E+00  7.0200E-02  2.9470E-03  1.7259E+00  2.6041E+00  1.2331E+00  2.1884E+00  2.4566E+00  2.2066E+00 -8.5630E+00 -8.0441E+00 -6.3564E+00 -5.3521E+00  5.2385E+00  2.5739E+00  2.2698E+02  1.8577E+01
 -1.3299E+00 -6.8280E+00  1.6852E+00 -1.3751E+00 -3.4725E-01 -3.2687E+00  7.4275E-01  7.5383E-02  3.5122E-03  1.7405E+00  2.7765E+00  2.5722E+00  6.8803E-01  2.4429E+00  2.3030E+00 -8.9430E+00 -8.5220E+00 -6.6243E+00 -5.6867E+00  5.8225E-01  3.1018E+00  2.2130E+02  2.1453E+01
  1.4361E+00  2.0450E+00 -9.7267E-01 -3.4399E-01 -2.9898E-01 -3.5258E+00 -5.0368E+00  6.6189E-02  4.1172E-03  1.1937E+00  3.3424E+00  1.1476E+00  9.4955E-01  2.4555E+00  2.2440E+00 -8.9966E+00 -7.6990E+00 -5.3282E+00 -5.1134E+00  1.0133E-02  2.8410E+00  2.3500E+02  1.8897E+01
 -1.8944E+00 -7.1419E-01 -4.7419E+00  2.4939E+00  1.7034E+00  1.1717E+00 -1.1084E+00  7.5731E-02  4.8259E-03  2.2194E+00  2.1818E+00  1.7498E+00  1.5056E+00  2.4437E+00  1.6138E+00 -8.8107E+00 -5.9626E+00 -5.3050E+00 -4.1147E+00  9.4366E-01  1.0002E+00  2.1573E+02  2.2477E+00
 -1.2009E+00 -5.5038E+00 -6.8628E+00 -3.2370E+00 -1.8068E+00 -5.5566E+00 -3.5512E+00  7.2871E-02  2.7994E-03  1.6895E+00  1.6059E+00  1.6806E+00  1.2848E+00  2.4656E+00  1.6955E+00 -8.6693E+00 -7.4833E+00 -6.8975E+00 -5.0602E+00  5.8101E-01  3.6642E+00  2.2415E+02  3.8897E+01
 -3.6681E-01 -1.8761E+00 -2.9835E+00 -4.0293E+00 -3.9763E-01 -2.9922E+00 -5.8944E+00  9.1976E-02  5.7046E-03  4.6106E-01  4.9324E-01  1.3673E+00  6.8249E-01  2.4166E+00  1.7602E+00 -8.7724E+00 -7.0247E+00 -6.6939E+00 -3.9533E+00  1.3963E+01  2.5142E+00  1.9818E+02  1.7104E+01
 -3.2345E+00 -5.2365E+00  2.7453E+00  1.4367E+00 -2.4596E+00 -3.6106E+00 -7.5259E+00  7.9874E-02  3.4834E-03  2.1032E+00  1.4848E+00  1.4564E+00  1.9687E+00  2.4287E+00  2.2290E+00 -8.1845E+00 -7.3981E+00 -5.5793E+00 -4.8957E+00  3.2665E+02  2.4485E+00  2.0999E+02  1.5495E+01
 -3.5069E-02  1.2717E+00  4.0150E-01 -2.0401E-01 -1.4695E+00 -6.5864E+00 -5.5486E+00  7.2787E-02  4.7789E-03  6.6702E-01  2.2156E+00  8.1921E-01  2.3173E+00  2.4363E+00  2.2984E+00 -7.7445E+00 -6.9336E+00 -6.2224E+00 -4.9199E+00  4.4747E-02  2.8152E+00  2.2204E+02  1.9094E+01
 -2.0113E+00 -4.3157E+00 -1.3083E+00 -3.0951E+00  3.2703E-01 -2.6011E+00 -5.0998E+00  9.1115E-02  3.1249E-03  1.2675E+00  6.1224E-01  1.8770E+00  1.2434E+00  2.4138E+00  2.0123E+00 -8.7036E+00 -8.2611E+00 -5.0813E+00 -4.8956E+00  1.7478E-01  2.0739E+00  1.9733E+02  5.0451E+00
 -5.7756E-01 -4.6699E+00 -7.5813E+00 -9.3199E-02  3.6558E-01 -4.9643E-01 -4.6730E+00  8.0081E-02  2.9247E-03  2.7238E+00  1.7029E+00  1.2783E+00  1.7727E+00  2.4241E+00  1.7829E+00 -7.2242E+00 -6.3820E+00 -5.5421E+00 -4.6550E+00  4.1835E+01  2.4600E+00  2.0933E+02  1.5983E+01
 -8.1988E-01 -2.6297E-01 -2.1506E+00  1.3634E+00  2.1827E+00 -2.2363E+00 -1.4394E+00  7.7819E-02  2.7595E-03  2.0596E+00  2.2882E+00  5.3157E-01  9.4474E-01  2.4276E+00  2.2531E+00 -7.2121E+00 -6.5505E+00 -6.0300E+00 -4.3970E+00  1.9380E+00  2.7504E+00  2.1623E+02  2.2518E+01
  1.2579E+00 -4.5085E-01 -3.3888E+00 -2.7929E+00 -1.9708E+00 -6.4517E+00 -1.1167E+00  7.5768E-02  5.0316E-03  1.7811E+00  3.6215E+00  1.2295E+00  1.2651E+00  2.4372E+00  2.1484E+00 -8.9439E+00 -8.8675E+00 -7.1003E+00 -3.4288E+00  3.7973E+00  2.6166E+00  2.1912E+02  1.9530E+01
  1.7128E+00  4.1180E-01 -5.3466E+00 -4.4386E+00 -2.4752E+00 -5.3116E+00 -5.4047E+00  6.9603E-02  1.8273E-03  1.9633E+00  2.5996E+00  2.3648E+00  1.7139E+00  2.4365E+00  1.7107E+00 -8.1717E+00 -6.6151E+00 -4.3158E+00 -2.7826E+00  3.3901E+00  2.4078E+00  2.2719E+02  6.9545E+00
 -1.3293E+00 -1.0028E+00 -4.9663E+00 -4.7838E+00 -1.8106E+00 -3.6196E+00 -1.1342E+00  9.2923E-02  5.3081E-03  1.2983E+00  7.4372E-01  2.4663E+00  9.5839E-01  2.4180E+00  1.3043E+00 -6.3488E+00 -4.0429E+00 -3.7148E+00 -3.2723E+00  4.3752E+01 -1.1654E-01  1.9714E+02  2.0201E+00
 -2.7709E+00  2.2487E+00 -9.6050E-01 -2.3519E+00 -1.5821E+00 -2.0397E+00 -4.8979E+00  8.7478E-02  4.7870E-03  1.5146E+00  3.2024E+00  2.4658E+00  1.2050E+00  2.4189E+00  2.0428E+00 -8.0797E+00 -7.4664E+00 -5.9290E+00 -5.2702E+00  3.5424E+02  2.8505E+00  2.0020E+02  1.3220E+01
  2.1534E+00 -2.5318E+00  4.0635E-01 -2.0964E+00 -8.8051E+00 -3.8251E+00 -2.1584E+00  7.5221E-02  3.4349E-03  2.5026E+00  6.3917E-01  1.6944E+00  1.8176E+00  2.4444E+00  2.2453E+00 -7.4961E+00 -6.6561E+00 -6.6323E+00 -5.2996E+00  2.5860E-01 -2.9445E-01  2.1950E+02  2.0151E+00
 -3.8472E+00  2.0949E+00  1.2573E+00  8.7711E-01 -2.5109E+00 -3.5938E+00  1.1285E+00  6.8298E-02  3.6459E-03  3.6902E+00  1.1466E+00  7.5745E-01  1.9428E+00  2.4414E+00  1.9548E+00 -8.8495E+00 -7.3364E+00 -6.1421E+00 -2.9873E+00  3.1228E-03  2.7614E+00  2.3675E+02  1.7974E+01
 -1.5542E-01 -4.8380E+00 -1.4017E+00 -3.0798E+00 -3.0495E+00 -7.1608E+00 -5.2686E+00  7.9794E-02  4.5683E-03  1.7252E+00  2.1567E+00  2.3027E+00  1.2945E+00  2.4388E+00  1.2172E+00 -7.4963E+00 -7.3786E+00 -5.5691E+00 -3.5899E+00  2.2737E-01  2.4315E+00  2.0953E+02  7.8025E+00
 -2.8130E+00 -5.9278E+00  2.5401E+00  1.8767E+00  1.5835E+00 -1.3889E+00 -5.9082E+00  7.1459E-02  5.3405E-03  6.4253E-01  1.6020E+00  1.2342E+00  5.7349E-01  2.4525E+00  2.2175E+00 -8.0951E+00 -6.8506E+00 -5.4349E+00 -4.6322E+00  4.1729E-02  2.7719E+00  2.2804E+02  1.8357E+01
 -1.4927E+00  1.3004E+00 -2.2079E+00 -3.5327E+00 -1.6567E+00 -3.3706E+00 -8.0811E+00  8.5876E-02  5.2228E-03  1.3747E+00  2.3853E+00  2.3999E+00  1.1701E+00  2.4183E+00  1.7494E+00 -7.2046E+00 -6.8700E+00 -6.0421E+00 -3.2778E+00  2.2843E-01  2.9147E+00  2.0352E+02  2.1941E+01
 -1.5398E+00 -4.0650E+00 -2.2797E+00  2.6628E+00  2.0205E+00 -5.5618E-01 -7.1842E+00  7.6870E-02  2.1996E-03  6.5910E-01  1.7862E+00  2.0146E+00  1.4924E+00  2.4362E+00  2.0969E+00 -7.8646E+00 -5.4006E+00 -4.4237E+00 -4.3026E+00  3.2933E+00 -7.5581E-02  2.1683E+02  2.0226E+00
  7.3176E-01 -8.0640E-01 -3.6943E+00 -1.0155E+00 -5.0843E-01 -2.8661E+00 -1.6260E+00  7.8704E-02  5.9592E-03  1.7889E+00  2.3686E+00  9.3555E-01  1.2179E+00  2.4364E+00  2.0367E+00 -8.3904E+00 -7.4459E+00 -5.6342E+00 -4.4905E+00  6.1393E-01  3.6049E+00  2.1493E+02  3.8528E+01
  7.1722E-01 -6.7156E+00 -5.6654E+00  2.3058E+00  5.2338E-01 -1.2066E-01 -4.6555E+00  6.8258E-02  2.3856E-03  5.4657E-01  2.0423E+00  5.0468E-01  2.0522E+00  2.4696E+00  2.0716E+00 -8.5697E+00 -6.0573E+00 -5.6869E+00 -5.2114E+00  2.1048E+00  2.6760E+00  2.3011E+02  1.7266E+01
 -2.4452E+00 -5.3419E+00 -1.3375E+00 -1.8991E+00 -3.8062E+00 -5.3769E+00 -2.4825E+00  6.9550E-02  2.9355E-03  1.4161E+00  2.5719E+00  1.1907E+00  1.0045E+00  2.4649E+00  1.8784E+00 -8.6738E+00 -7.3877E+00 -6.3544E+00 -4.4896E+00  5.0825E-01  4.6487E+00  2.2746E+02  4.3144E+01
 -2.5532E+00 -3.5235E+00 -2.2145E+00 -1.0747E+00  1.3956E+00 -9.8129E-01 -2.8740E-01  8.6149E-02  2.1014E-03  1.2082E+00  5.3025E-01  4.7778E-01  2.1279E+00  2.4127E+00  2.0738E+00 -8.9837E+00 -7.6002E+00 -5.5326E+00 -5.0529E+00  1.7939E-01  3.0469E+00  2.0196E+02  2.3654E+01
 -2.4358E+00 -2.4181E+00 -8.9890E-01  9.5402E-01  1.4777E+00 -1.4711E+00 -5.1678E+00  8.5669E-02  4.0587E-03  3.0321E+00  1.5439E+00  1.4172E+00  1.6126E+00  2.4169E+00  1.8248E+00 -8.3372E+00 -6.3300E+00 -5.2590E+00 -3.5440E+00  1.4297E+02  2.4767E+00  2.0596E+02  1.6263E+01
  1.0337E+00 -3.8490E+00  1.3633E+00 -8.0707E+00 -4.2609E+00 -4.9698E+00 -1.7740E+00  8.6222E-02  5.3910E-03  4.4243E-01  1.6757E+00  1.3886E+00  1.5838E+00  2.4155E+00  2.1295E+00 -5.9984E+00 -5.2987E+00 -4.4054E+00 -2.8700E+00  2.1545E+00  2.7328E+00  2.0356E+02  2.2305E+01
  2.5328E-01 -2.2161E+00 -5.4632E+00  2.5039E+00 -8.1840E-01 -1.1128E+00 -7.2823E+00  6.8454E-02  3.6869E-03  3.5753E+00  1.4380E+00  1.7800E+00  2.3678E+00  2.4528E+00  2.2257E+00 -8.2778E+00 -6.6117E+00 -5.4522E+00 -4.1795E+00  2.3760E-06  2.7561E+00  2.2827E+02  1.7892E+01
 -4.0624E-01  2.5949E+00 -4.8434E+00  6.3999E-01  1.9446E+00 -1.4124E-01  2.5631E+00  8.3176E-02  2.3976E-03  3.0144E+00  1.3213E+00  1.2264E+00  1.8399E+00  2.4149E+00  2.0674E+00 -7.3225E+00 -5.2847E+00 -4.1869E+00 -4.0606E+00  5.0024E-01  6.1076E+00  2.0614E+02  4.3671E+01
  1.0130E+00 -7.0486E+00 -6.2041E+00 -5.3611E-01  1.1575E+00 -5.5092E+00 -1.3289E+00  8.9354E-02  5.8870E-03  3.2524E+00  4.8631E-01  1.6933E+00  8.3977E-01  2.4026E+00  2.2290E+00 -7.5936E+00 -6.8401E+00 -4.3308E+00 -3.0854E+00  1.0583E+01  2.9200E+00  2.0276E+02  1.4741E+01
 -1.3380E+00  3.5337E-01 -1.9140E+00 -1.2318E+00 -1.0738E+00 -3.2028E+00 -7.8886E+00  8.3074E-02  3.1037E-03  3.0057E+00  1.0027E+00  9.5601E-01  9.0233E-01  2.4074E+00  1.9052E+00 -8.9883E+00 -7.7092E+00 -5.3241E+00 -3.6819E+00  2.5191E+01  2.4827E+00  2.0573E+02  1.6514E+01
 -2.3890E+00 -5.0365E+00 -8.3914E+00  1.6010E+00  9.2631E-02 -2.4375E+00 -4.2532E+00  7.0869E-02  2.7554E-03  1.6562E+00  9.8334E-01  9.5258E-01  7.3825E-01  2.4503E+00  2.1750E+00 -7.6972E+00 -4.8219E+00 -4.3392E+00 -4.2701E+00  1.1045E+00  1.8048E+00  2.2480E+02  3.5864E+00
  1.4527E+00  2.5619E+00 -3.7958E+00 -1.7325E+00  2.0197E+00 -3.4065E+00 -5.7076E+00  8.9834E-02  5.8826E-03  1.2341E+00  1.6560E+00  1.2131E+00  2.3669E+00  2.4206E+00  2.0777E+00 -7.3868E+00 -6.5158E+00 -4.7476E+00 -4.5259E+00  5.1551E-01  4.4435E+00  1.9970E+02  4.2854E+01
  6.8216E-01 -5.2982E+00 -2.0298E+00 -2.1509E+00  4.4682E-01 -1.9227E+00 -4.6118E+00  9.0679E-02  3.4294E-03  6.2985E-01  6.8358E-01  9.1550E-01  9.5616E-01  2.4078E+00  2.0151E+00 -8.1572E+00 -6.6638E+00 -4.8666E+00 -4.8278E+00  2.8144E+03  2.0165E+00  1.9675E+02  5.1079E+00
 -2.6876E+00 -4.6778E+00 -3.8235E+00 -2.7927E+00 -9.7997E-01 -4.0936E+00 -8.7383E+00  8.0074E-02  2.1577E-03  2.3177E+00  1.3274E+00  2.2686E+00  2.1072E+00  2.4324E+00  2.0611E+00 -8.9951E+00 -8.3639E+00 -8.0671E+00 -4.0681E+00  1.1953E+02  2.4589E+00  2.1246E+02  1.6007E+01
  2.9551E+00 -4.7084E+00 -3.7557E+00  2.3558E+00  2.3029E+00 -1.3924E-01  7.4164E-01  8.4395E-02  5.2925E-03  1.4583E+00  2.3258E+00  1.4056E+00  2.0830E+00  2.4212E+00  2.1178E+00 -8.8412E+00 -6.3290E+00 -6.0508E+00 -4.5797E+00  3.1517E+01  2.4744E+00  2.0646E+02  1.6348E+01
  1.2205E+00 -8.0927E+00 -4.7807E+00 -4.4628E-01 -2.2487E+00 -3.9494E+00 -2.2743E+00  7.4717E-02  1.4374E-03  5.1379E-01  1.3763E+00  1.6731E+00  1.1999E+00  2.4458E+00  1.9709E+00 -8.8335E+00 -7.2710E+00 -6.3005E+00 -3.9452E+00  9.4268E-01  3.1014E+00  2.2017E+02  3.0595E+01
  6.4098E-01  1.1125E+00  1.1939E+00  7.5993E-01 -1.6279E+00 -2.3923E+00 -2.3862E+00  7.6120E-02  5.9384E-03  2.8797E+00  2.7288E+00  2.1099E+00  4.5629E-01  2.4369E+00  2.1562E+00 -8.5763E+00 -8.1701E+00 -4.8642E+00 -4.1131E+00  5.0787E-01  4.7335E+00  2.1840E+02  4.3029E+01
  9.1610E-01  2.2571E+00 -3.6122E+00 -9.1480E-01 -2.2090E+00 -6.4681E+00 -2.2489E+00  5.8193E-02  2.7679E-03  3.7219E+00  5.0140E-01  2.7174E+00  2.1702E+00  2.4724E+00  2.1562E+00 -7.8619E+00 -6.7603E+00 -4.7189E+00 -3.7716E+00  2.1291E-01  2.8160E+00  2.4490E+02  1.6216E+01
 -2.1003E-01 -3.8504E-01  7.2803E-01  2.0550E+00  5.1222E-01 -2.9091E+00 -6.4809E+00  7.5246E-02  4.3518E-03  2.5122E+00  2.5270E+00  1.1769E+00  2.3071E+00  2.4362E+00  2.2213E+00 -7.4413E+00 -6.2127E+00 -5.3414E+00 -4.2182E+00  5.2487E-01  8.1203E-02  2.1764E+02  2.0307E+00
  1.4344E+00 -2.3896E+00  1.3572E+00  9.4987E-01  1.0666E+00  6.1324E-01 -3.3108E-01  8.0678E-02  5.7566E-03  1.6824E+00  4.7464E-01  1.9678E+00  1.0304E+00  2.4334E+00  1.5053E+00 -6.7653E+00 -4.7234E+00 -4.4192E+00 -4.1796E+00  5.0249E-01  4.2098E+00  2.1118E+02  4.1688E+01
 -9.4760E-01 -2.9128E+00 -5.6565E+00  3.5323E-01  9.1985E-01  1.7788E-01 -2.4824E+00  7.8948E-02  4.8595E-03  3.0070E+00  1.4813E+00  1.7020E+00  4.5509E-01  2.4357E+00  1.6826E+00 -8.3194E+00 -8.2527E+00 -7.0519E+00 -4.8523E+00  5.0679E-01  2.8583E+00  2.1195E+02  2.2220E+01
 -2.0150E+00  2.9561E+00 -2.1072E+00 -1.6029E+00  9.5823E-01 -7.9587E-02 -3.7925E+00  9.9917E-02  3.8772E-03  3.2209E+00  1.2549E+00  2.3625E+00  7.4038E-01  2.3772E+00  1.6491E+00 -8.5095E+00 -7.2546E+00 -3.8945E+00 -3.8860E+00  2.3432E+00  2.6992E+00  1.8724E+02  2.1235E+01
 -1.3119E+00  1.2056E+00  2.6584E-01 -3.6612E+00  1.2125E-01 -3.1507E+00 -3.7568E+00  9.3838E-02  1.5387E-03  1.3261E+00  1.9721E+00  2.2089E+00  1.8605E+00  2.3950E+00  2.1315E+00 -8.7320E+00 -8.1743E+00 -7.3285E+00 -5.9370E+00  1.5781E+02  7.9014E-01  1.9477E+02  2.1547E+00
 -3.1538E-01  1.0547E+00 -4.6737E+00 -1.8603E+00 -2.6900E+00 -4.8821E+00 -3.5882E+00  6.4817E-02  5.1094E-03  3.5053E+00  7.7022E-01  2.5032E+00  1.6768E+00  2.4555E+00  2.2579E+00 -8.6373E+00 -7.3897E+00 -6.6340E+00 -4.6838E+00  7.1678E-01  1.9436E+00  2.3221E+02  4.4843E+00
 -7.7247E-01 -1.3041E+00 -5.9519E+00 -1.4892E+00 -3.2985E+00 -2.8688E+00 -5.3933E+00  6.9846E-02  1.1603E-03  1.9666E+00  1.7706E+00  3.0297E+00  1.1104E+00  2.4208E+00  2.3726E+00 -8.7521E+00 -8.2934E+00 -6.5442E+00 -4.1343E+00  5.7357E-01  3.4386E-01  2.2455E+02  2.0552E+00
 -3.1749E+00  2.3632E+00  1.5053E+00 -2.0142E+00  1.3949E+00 -1.3093E+00 -5.1775E+00  9.1901E-02  4.7271E-03  2.3792E+00  1.4430E+00  1.3090E+00  2.0767E+00  2.4184E+00  1.9669E+00 -7.2005E+00 -6.4516E+00 -5.9518E+00 -4.7475E+00  5.0775E-01  3.0300E+00  1.9855E+02  1.8430E+01
