    0.840786072558328712E+00    0.723495393254260932E-01   -0.394028747776244526E+01   -0.521414126087466911E+01   -0.219975091381991916E+01   -0.442614186990945235E+01   -0.632126081068962620E+01    0.753752759551377938E-01    0.478754689088718710E-02    0.157565615511859014E+01    0.135216315752222727E+01    0.108431918686490425E+01    0.491559966027994011E+00    0.244158744586970933E+01    0.192712036047883872E+01   -0.781583302716887118E+01   -0.617313857055104531E+01   -0.471793874849363615E+01   -0.369006664232971371E+01    0.148194758629531498E+04
   -0.345381536570233338E+01    0.138795280648549202E+01   -0.887401291055596175E+00   -0.560995025775635803E+01   -0.252029632345364618E+01   -0.529239890591514595E+01   -0.382497109029059335E+01    0.998615097286325859E-01    0.471318501895247495E-02    0.167750482531976064E+01    0.605439880009216003E+00    0.139838158599058837E+01    0.104670712155958068E+01    0.244109517507831830E+01    0.140040292606895100E+01   -0.851731086327336229E+01   -0.728495782522724422E+01   -0.718985352711095871E+01   -0.402732094042162991E+01    0.148226992637495596E+04
   -0.128448976898419609E+00    0.868266296129727166E+00    0.281015014449244482E+01   -0.202875466993529585E+01   -0.358641224810302539E+01   -0.295341682863225152E+01   -0.190132721024589912E+01    0.786410224416572712E-01    0.399064027482289030E-02    0.206497027802280986E+01    0.107642119281719051E+01    0.185988781302373085E+01    0.131378545010571512E+01    0.244020749287740690E+01    0.196457815646038103E+01   -0.763359132818847286E+01   -0.416744727346283028E+01   -0.307059121742479491E+01   -0.299701971142935530E+01    0.148366876348407754E+04
    0.143077761366764200E+01   -0.200328894696221838E+01   -0.107969425584667711E+01   -0.598501316031783226E+01   -0.216497201248121307E+01   -0.390874528252398878E+01   -0.351877727686271946E+01    0.986562486680957612E-01    0.307532156550188425E-02    0.812791438141310163E+00    0.286444026360742221E+01    0.145005918399018885E+01    0.243578483754825159E+01    0.235973985465564029E+01    0.264389209522644109E+01   -0.897753581045840043E+01   -0.765841553461203528E+01   -0.373655868204256914E+01   -0.153314908921185289E+01    0.148378071739988877E+04
    0.216437999300977690E+01   -0.499486925053207464E+01   -0.374127558799050064E+01    0.283170352736201636E+01    0.278141080020716913E+01   -0.132827678617700329E+01   -0.272773667594403513E+01    0.835239301766363129E-01    0.304914435920548106E-02    0.632875949507761826E+00    0.187704417034068571E+01    0.252729941350488563E+01    0.703034055695907711E+00    0.240258854834918623E+01    0.232889897280998781E+01   -0.667600947560991997E+01   -0.600543521133935165E+01   -0.578798949583943934E+01   -0.543099520102636291E+01    0.148378149344242661E+04
    0.236772319120529345E+00   -0.625156541224863105E+01   -0.219904758734156403E+01   -0.231993002741725007E+01   -0.173009808608008697E+01   -0.122696747754578439E+01   -0.183912868369416493E+01    0.871533688770579767E-01    0.325157659936529606E-02    0.690474605439468925E+00    0.121390824956389709E+01    0.224233117648828673E+01    0.249248614855541062E+01    0.237611256870529175E+01    0.251047208805903121E+01   -0.754147777501990291E+01   -0.519062667524213595E+01   -0.418877206733551510E+01   -0.323910170456923474E+01    0.148390618452644640E+04
   -0.123675291308959068E+01   -0.870558060003313372E+01    0.246653837907183515E+01    0.254381449944140314E+01    0.415842258286081956E+00   -0.594021529184496799E+00   -0.386175186944139881E+00    0.845300065395363787E-01    0.499411612721815338E-02    0.157116531530082848E+01    0.150479049703622780E+01    0.648414671413070076E+00    0.188027777948922181E+01    0.241209760294047948E+01    0.230689130096255024E+01   -0.839747558742326916E+01   -0.728586055994442638E+01   -0.614042019702571462E+01   -0.562186522615831308E+01    0.148403429699509525E+04
   -0.251518068847823617E+01   -0.159973895464034371E+00    0.144969589042903024E+01    0.171841586980253069E+01   -0.178059459428325351E+01   -0.493075726844860540E+01   -0.658019721629438692E+01    0.578962771070040752E-01    0.136549034038362712E-02    0.185293438011719602E+01    0.232382750916177105E+01    0.598297015504120955E+00    0.116643385093370711E+01    0.249383100426075810E+01    0.232572323655212898E+01   -0.896200858576508530E+01   -0.760842559159668674E+01   -0.633234720544915675E+01   -0.607242383652338091E+01    0.148406634481210153E+04
   -0.657834078744660822E+00   -0.285026507499662429E+01    0.200343664622487694E+01    0.111359565103123970E+01   -0.483320883679726787E+01   -0.137374306565016013E+01   -0.660612071180949201E+01    0.643444033781727931E-01    0.489731625067516517E-02    0.223607466981166159E+01    0.169866411241436843E+01    0.259376505467079310E+01    0.139951433749261733E+01    0.247538557971478346E+01    0.229656766284907121E+01   -0.766094673912786295E+01   -0.744193862457407374E+01   -0.701546734551780027E+01   -0.603191389085235929E+01    0.148423815478340248E+04
   -0.232448711933400354E+01   -0.352649997887826849E+01    0.126114949846945912E+01    0.254308403655892634E+00   -0.333791325889254864E+00   -0.441683249810000156E+01   -0.530852131842330799E+01    0.883124722733802103E-01    0.504699022915292700E-02    0.109390992432198031E+01    0.321369863452307625E+01    0.117318040666783796E+01    0.884593165811124127E+00    0.239516696504305848E+01    0.221609132335582526E+01   -0.881788576861560003E+01   -0.742134056433619893E+01   -0.578541289453966456E+01   -0.351440469082602203E+01    0.148428340942226191E+04
