   659370657.07640553        61688.486405491829        2.7375893250644525E-004
   659558005.36929238        249036.77929234505        1.8222076660669167E-004
   659811478.57528245        502509.98528242111        1.2148955012842323E-004
   660069070.59533775        760102.00533771515        8.1125437213889421E-005
   660330454.19718862        1021485.6071885824        5.4252260330707012E-005
   660595306.52683008        1286337.9368300438        3.6331796426717986E-005
   660863311.42523563        1554342.8352355957        2.4362942694185210E-005
   661134161.59011400        1825193.0001139641        1.6357315859344416E-005
   661407560.57205927        2098591.9820592403        1.0995104191790521E-005
   661683224.59802783        2374256.0080277920        7.3987313704992633E-006
   661960884.21850240        2651915.6285023689        4.9836938888203540E-006
   662240285.77791226        2931317.1879122257        3.3600615736224600E-006
   662521192.71084702        3212224.1208469868        2.2673077816106625E-006
   662803386.66929424        3494418.0792942047        1.5311109941404738E-006
   663086668.48853409        3777699.8985340595        1.0346689429390330E-006
   663370859.00143564        4061890.4114356041        6.9961688396366132E-007
   663655799.71271026        4346831.1227102280        4.7331347487150907E-007
   663941353.34621131        4632384.7562112808        3.2035592597901972E-007
   664227404.27963209        4918435.6896320581        2.1690898896870331E-007
   664513858.88196898        5204890.2919689417        1.4690914154817626E-007
   664800645.76991451        5491677.1799144745        9.9520411465525062E-008
   665087715.99995625        5778747.4099562168        6.7426895493721240E-008
   665374148.57557142        6065179.9855713844        4.5971491278067062E-008
   665647330.43943071        6338361.8494306803        3.4159332660716048E-008
   665885772.60125697        6576804.0112569332        2.7930957994325177E-008
   666076857.78411996        6767889.1941199303        2.4662265150076041E-008
   666219973.85425365        6911005.2642536163        2.3076278224043732E-008
   666321974.70261276        7013006.1126127243        2.2454282256907886E-008
   666392433.24110317        7083464.6511031389        2.2297071775089281E-008
   666440490.05369186        7131521.4636918306        2.2173028604288119E-008
   666473470.66205776        7164502.0720577240        2.1668999418406549E-008
   666496684.90705919        7187716.3170591593        2.0421278149234044E-008
   666513772.55594766        7204803.9659476280        1.8210810528317603E-008
   666527187.90615892        7218219.3161588907        1.5078846205689265E-008
   666538646.23593879        7229677.6459387541        1.1379345258001428E-008
   666551492.08685160        7242523.4968515635        5.6292414592615330E-009
   666597412.14866006        7288443.5586600304        7.3576095046415104E-010
   666761310.91606522        7452342.3260651827        1.5309801476567756E-010
   667006603.85827827        7697635.2682782412        1.0860187260544901E-010
   667227240.81085324        7918272.2208532095        8.7608211531739799E-011
   667405157.83858144        8096189.2485814095        7.7554192851051632E-011
   667537570.90360653        8228602.3136065006        7.3410604350974241E-011
   667630793.45630503        8321824.8663049936        7.2401131047706521E-011
   667694461.24215758        8385492.6521575451        7.2494397785383679E-011
   667737740.18460691        8428771.5946068764        7.1808130619774201E-011
   667767797.85266900        8458829.2626689672        6.8562158996629452E-011
   667789702.57642019        8480733.9864201546        6.1483765339975458E-011
   667806914.23167026        8497945.6416702271        5.0458979623154141E-011
   667821904.02046204        8512935.4304620028        3.6933035453067956E-011
   667842931.25371420        8533962.6637141705        6.5236606578799564E-012
