# pmax       H2          H2O         CO2         CH4         NH3         N2          Rp          Mp          Tpoint001   Tpoint002   Tpoint003   Tpoint004   Tpoint005   Tpoint006   Ppoint002   Ppoint003   Ppoint004   Ppoint005           C/O         [Z]        Teff         MMW
 -3.8235E+00 -3.5478E+00 -1.8588E+00 -3.7576E+00 -4.7271E+00 -6.7567E+00 -1.7609E+00  8.1317E-02  5.0258E-03  9.0583E-01  1.3984E+00  2.1176E+00  1.5514E+00  2.4489E+00  1.8326E+00 -8.7449E+00 -8.2333E+00 -7.3014E+00 -4.8765E+00  7.2301E+01  1.7920E+00  2.0955E+02  3.3331E+00
  2.2507E+00  2.0121E+00 -6.4387E+00 -3.9739E+00 -1.6677E+00 -5.5702E+00 -3.8161E+00  6.5237E-02  2.7149E-03  2.7879E+00  1.2262E+00  2.8548E+00  1.2041E+00  2.4801E+00  9.5593E-01 -7.2555E+00 -5.5800E+00 -4.0812E+00 -2.3800E+00  1.3636E-02  3.2951E+00  2.4375E+02  2.3321E+01
 -1.4323E+00 -7.8800E-01 -7.3666E+00 -2.0150E+00 -3.1329E+00 -6.1181E+00 -6.2647E+00  7.0436E-02  2.4013E-03  3.3075E+00  6.2687E-01  1.6913E+00  8.6015E-01  2.4296E+00  2.3434E+00 -6.2450E+00 -5.2256E+00 -5.2210E+00 -4.8908E+00  1.0153E+02 -9.1205E-01  2.2344E+02  2.0044E+00
  2.2130E+00  2.3729E+00 -4.3919E-01 -2.3854E+00 -1.1073E+00 -6.1019E+00 -5.0096E+00  7.2019E-02  4.4180E-03  2.2463E+00  1.4888E+00  2.6208E+00  1.6281E+00  2.4458E+00  2.2619E+00 -7.4595E+00 -6.4236E+00 -6.3442E+00 -4.8503E+00  5.3811E-01  2.0126E+00  2.2640E+02  4.3844E+00
  1.2253E+00 -3.4953E-01 -8.0802E+00 -5.0275E+00 -3.7196E+00 -6.8277E+00 -6.8546E+00  7.7567E-02  2.6502E-03  1.0824E+00  4.7383E-01  1.2349E+00  8.8673E-01  2.4244E+00  2.0797E+00 -8.8259E+00 -8.1125E+00 -7.0782E+00 -3.3691E+00  2.2103E-01  3.8886E-02  2.1313E+02  2.0312E+00
  1.9755E+00 -2.8152E-01 -2.8542E+00 -5.1742E+00 -3.8513E+00 -6.6501E+00 -4.5365E+00  6.2200E-02  3.3937E-03  1.9990E+00  8.9430E-01  2.2669E+00  4.9016E-01  2.4992E+00  1.4355E+00 -8.1342E+00 -6.2204E+00 -5.7668E+00 -2.8445E+00  1.0653E+01 -5.5431E-01  2.5342E+02  2.0082E+00
 -1.1686E+00  2.8650E+00 -7.1683E+00 -3.4944E+00 -3.1145E+00 -8.3434E+00 -3.8264E+00  7.0870E-02  2.1713E-03  1.9481E+00  6.5511E-01  2.6884E+00  2.0798E+00  2.4383E+00  2.1541E+00 -8.7871E+00 -7.9681E+00 -5.8071E+00 -3.7589E+00  1.0447E-01  2.4465E-01  2.2093E+02  2.0495E+00
  1.1710E+00  2.4103E+00 -5.9751E+00 -1.9444E+00 -1.4861E+00 -7.2650E+00 -2.8742E+00  6.5361E-02  3.7348E-03  3.5179E+00  1.9756E+00  1.5914E+00  1.4725E+00  2.4731E+00  1.8240E+00 -8.1352E+00 -6.1437E+00 -5.8286E+00 -3.2901E+00  1.6989E+00 -2.8026E+00  2.3332E+02  2.0014E+00
 -1.6931E-01 -6.5417E-01 -3.8336E+00 -5.7123E+00 -4.2809E+00 -6.6088E+00 -4.7865E+00  7.7507E-02  2.1647E-03  3.6066E+00  9.4645E-01  2.1069E+00  1.6459E+00  2.4304E+00  1.7633E+00 -8.1686E+00 -5.9863E+00 -5.2360E+00 -3.0764E+00  1.9361E+00 -8.1346E-01  2.1648E+02  2.0051E+00
  4.4893E-01  2.3741E+00 -8.6073E+00 -3.1890E+00 -2.2953E+00 -5.9299E+00 -6.8957E-02  6.2324E-02  3.1298E-03  3.6515E+00  9.9978E-01  2.7672E+00  9.0438E-01  2.4935E+00  1.3011E+00 -7.6204E+00 -6.4989E+00 -5.1218E+00 -2.5276E+00  3.6068E-01 -2.1459E-01  2.3996E+02  2.0175E+00
  1.9486E-01 -4.5599E+00 -7.5224E+00 -3.7272E+00 -1.8340E+00 -6.7793E+00 -4.3806E+00  8.3215E-02  5.3303E-03  1.3859E+00  2.7602E+00  1.8717E+00  1.5365E+00  2.4293E+00  1.8393E+00 -7.8653E+00 -6.5704E+00 -6.0080E+00 -4.8211E+00  4.4143E+00  6.1519E-01  2.1076E+02  2.0945E+00
  2.7373E+00 -4.6683E-03 -3.1387E+00 -5.2670E+00 -2.9088E+00 -6.7896E+00 -8.0387E+00  7.1363E-02  2.7331E-03  2.5612E+00  1.6845E+00  2.4293E+00  9.2512E-01  2.4539E+00  1.7295E+00 -7.0375E+00 -4.9276E+00 -3.4438E+00 -3.1286E+00  3.9592E+01  2.4728E+00  2.2933E+02  1.6284E+01
 -1.3138E+00  1.8737E+00 -6.5405E+00 -3.2649E+00 -1.9054E+00 -4.4744E+00 -5.1118E+00  6.7477E-02  4.3393E-03  2.9427E+00  1.8892E+00  2.3699E+00  5.4226E-01  2.4738E+00  1.7854E+00 -8.1041E+00 -4.8947E+00 -3.8278E+00 -3.2574E+00  1.6801E+00  5.4696E-02  2.3215E+02  2.0306E+00
 -2.2993E+00  1.1014E+00 -2.0741E+00 -2.9762E+00 -6.7076E-01 -4.8600E+00 -9.2068E-01  7.0738E-02  3.2656E-03  9.8447E-01  4.8404E-01  1.7119E+00  8.2531E-01  2.4462E+00  2.1913E+00 -8.8756E+00 -6.1138E+00 -4.4115E+00 -4.1576E+00  1.1938E+01 -9.6876E-01  2.3149E+02  2.0040E+00
 -1.0330E+00 -1.3533E-01 -7.5226E+00 -6.7890E+00 -3.8620E+00 -8.0592E+00 -3.0448E+00  7.3198E-02  4.1940E-03  1.9267E+00  3.0005E+00  1.4157E+00  1.5581E+00  2.4768E+00  1.9719E+00 -8.3694E+00 -7.0275E+00 -6.4402E+00 -4.2549E+00  2.0340E+01  1.3069E+00  2.2254E+02  2.4830E+00
 -8.9995E-01  6.4026E-01 -7.9552E+00 -3.5288E+00 -3.5057E+00 -6.8478E+00 -8.4076E-01  6.4235E-02  3.9653E-03  3.2027E+00  1.7408E+00  1.7476E+00  1.4261E+00  2.4849E+00  2.2298E+00 -7.4423E+00 -6.0165E+00 -5.8919E+00 -5.0198E+00  3.8739E+02  1.7889E-01  2.3977E+02  2.0358E+00
  8.1274E-01  1.0509E+00 -6.7188E+00 -5.1551E+00 -2.9064E+00 -6.2269E+00 -3.0920E+00  6.3430E-02  2.9518E-03  3.3281E+00  8.6390E-01  3.2633E+00  1.5400E+00  2.4939E+00  1.2533E+00 -7.8942E+00 -6.7206E+00 -4.9358E+00 -2.9108E+00  1.0273E+00  1.5772E+00  2.4410E+02  2.8304E+00
 -3.6296E-01  2.3943E+00 -4.4573E+00 -3.1264E+00 -4.5865E+00 -5.3168E+00  1.0569E+00  8.2780E-02  3.4903E-03  2.3092E+00  3.6130E+00  1.4410E+00  1.0257E+00  2.4138E+00  2.2610E+00 -8.3381E+00 -7.8971E+00 -5.2277E+00 -3.7436E+00  8.7955E+01 -8.3597E-01  2.0398E+02  2.0048E+00
  1.5961E+00  2.4790E+00 -3.7392E+00 -2.8451E+00 -6.3976E-01 -4.9329E+00  6.7543E-01  7.0540E-02  3.4921E-03  3.1024E+00  2.8517E+00  2.1162E+00  2.1569E+00  2.4606E+00  2.0074E+00 -7.5114E+00 -6.7456E+00 -4.7130E+00 -3.5479E+00  5.0554E-01  1.7191E+00  2.3025E+02  3.1361E+00
 -2.7156E+00 -3.1193E+00 -2.7617E+00 -4.8167E+00 -2.0559E+00 -5.6999E+00 -4.7130E+00  8.2213E-02  3.2390E-03  2.2143E+00  1.6137E+00  8.9044E-01  2.1983E+00  2.4564E+00  1.5334E+00 -7.8287E+00 -6.1420E+00 -5.8941E+00 -5.1241E+00  7.5887E+01  1.2629E+00  2.1408E+02  2.4112E+00
 -9.3918E-01  2.6665E+00 -3.2753E+00 -2.9714E+00 -4.4730E-01 -3.7529E+00  6.2681E-01  7.8945E-02  4.2751E-03  3.3899E+00  1.3055E+00  2.1743E+00  6.7595E-01  2.4361E+00  1.6686E+00 -8.8133E+00 -8.5697E+00 -5.6365E+00 -2.7043E+00  4.9996E+00  2.4785E+00  2.1480E+02  1.5350E+01
 -1.6338E+00 -5.3288E-01 -5.4809E+00 -5.0294E+00 -3.3189E+00 -7.5993E+00 -3.4340E+00  8.1584E-02  3.6300E-03  1.7562E+00  8.1804E-01  7.2149E-01  1.4484E+00  2.4194E+00  2.1834E+00 -7.6435E+00 -6.3480E+00 -4.1582E+00 -3.9424E+00  1.3429E+02  1.0343E+00  2.0870E+02  2.2454E+00
 -2.7496E+00  8.4632E-01 -8.1432E+00 -4.7156E+00 -4.2609E+00 -6.2880E+00 -6.1149E+00  7.2221E-02  4.5612E-03  1.9107E+00  2.8726E+00  1.5416E+00  1.6099E+00  2.4620E+00  1.9242E+00 -8.2259E+00 -5.1519E+00 -4.1509E+00 -3.6574E+00  2.2238E+01  3.8300E-01  2.1761E+02  2.0579E+00
  1.8670E+00  4.6751E-01 -3.2800E+00 -3.8583E+00 -3.7449E+00 -7.5154E+00 -2.4304E+00  6.2345E-02  5.0349E-03  5.2279E-01  2.3279E+00  1.2089E+00  1.9901E+00  2.4926E+00  2.0843E+00 -8.5064E+00 -7.2291E+00 -4.5143E+00 -3.8313E+00  1.9243E+00 -2.0315E+00  2.4717E+02  2.0016E+00
 -8.8474E-01  1.8585E+00 -6.7223E+00 -3.3499E+00 -2.6487E+00 -8.1889E+00 -5.6248E+00  6.4834E-02  4.8813E-03  1.7902E+00  1.4370E+00  3.1390E+00  1.4876E+00  2.4871E+00  1.6255E+00 -7.5505E+00 -6.3977E+00 -3.9769E+00 -2.8822E+00  3.9716E-01  2.1949E-01  2.3476E+02  2.0397E+00
 -3.0022E-01  1.7633E+00 -3.4219E+00 -3.4779E+00 -2.5950E+00 -6.7952E+00 -2.8869E+00  6.5384E-02  2.5550E-03  2.1111E+00  2.4252E+00  2.9134E+00  7.8562E-01  2.4764E+00  1.2784E+00 -7.9544E+00 -6.9878E+00 -6.1635E+00 -2.4733E+00  3.0121E+00 -1.5479E+00  2.3489E+02  2.0021E+00
  8.2700E-01  8.4437E-01 -4.6873E+00 -3.5167E+00 -1.2034E+00 -7.6851E+00  7.3123E-01  7.3604E-02  5.6654E-03  1.4667E+00  2.8820E+00  1.4099E+00  1.5639E+00  2.4634E+00  2.2904E+00 -6.7085E+00 -6.5876E+00 -6.0326E+00 -4.6799E+00  2.7522E+00 -1.1941E+00  2.2793E+02  2.0029E+00
 -2.5673E-01 -1.0461E-01 -5.6537E+00 -4.9645E+00 -4.4191E+00 -5.9675E+00 -8.1183E+00  7.4614E-02  4.2203E-03  2.1215E+00  3.1110E+00  3.8627E+00  9.9734E-01  2.4524E+00  1.9000E+00 -8.5588E+00 -7.6397E+00 -5.5245E+00 -2.9485E+00  9.9982E+01  2.9382E+00  2.2203E+02  1.3249E+01
 -8.1870E-01  1.8555E+00 -4.8323E+00 -2.9207E+00 -2.0005E+00 -4.5473E+00 -3.9224E+00  6.5274E-02  4.3678E-03  1.5853E+00  1.2828E+00  1.0935E+00  1.5742E+00  2.4856E+00  1.5367E+00 -8.4990E+00 -7.3866E+00 -4.2751E+00 -2.8771E+00  2.0462E+00 -1.2709E+00  2.3779E+02  2.0027E+00
 -3.9961E+00  1.0224E-01 -6.1694E+00 -4.5126E+00 -3.4323E+00 -8.5750E+00 -7.0076E+00  7.1184E-02  2.9507E-03  1.1280E+00  1.0466E+00  1.2956E+00  1.1976E+00  2.4405E+00  2.3145E+00 -6.9652E+00 -6.2332E+00 -4.7491E+00 -4.6160E+00  4.6322E+00 -9.5800E-01  2.2792E+02  2.0041E+00
  2.3619E+00 -1.6504E+00 -7.0102E+00 -6.9251E+00 -1.9816E+00 -8.8305E+00 -3.4823E+00  1.0031E-01  5.9288E-03  7.8093E-01  2.0250E+00  1.1848E+00  1.4315E+00  2.4344E+00  1.6765E+00 -8.2545E+00 -7.5164E+00 -6.9753E+00 -5.1782E+00  6.4443E+00 -6.8180E-01  1.9183E+02  2.0065E+00
 -3.6972E+00  1.4291E+00 -7.4997E+00 -4.0199E+00 -1.3141E+00 -5.4347E+00 -1.8335E+00  6.7105E-02  3.2092E-03  1.0099E+00  1.9595E+00  1.6252E+00  1.4408E+00  2.4730E+00  1.9394E+00 -7.3091E+00 -5.0342E+00 -4.1212E+00 -3.7954E+00  3.1110E+04  2.1647E+00  2.3807E+02  6.6437E+00
 -8.8138E-01  3.5433E-02 -8.6555E+00 -5.7615E+00 -2.5644E+00 -6.0744E+00 -3.4326E-01  7.5138E-02  2.2821E-03  2.1969E+00  2.5633E+00  2.7584E+00  8.2595E-01  2.4609E+00  1.8854E+00 -7.5020E+00 -5.5142E+00 -3.5174E+00 -2.8334E+00  2.5441E+02  2.1775E-01  2.3003E+02  2.0407E+00
 -1.9227E+00  3.1007E-02 -4.8336E+00 -4.0137E+00 -2.7746E+00 -5.7457E+00 -7.1303E+00  7.1663E-02  5.1611E-03  2.3052E+00  1.5376E+00  3.3347E+00  1.8156E+00  2.4478E+00  2.0917E+00 -7.7425E+00 -7.2094E+00 -6.1473E+00 -3.5416E+00  7.8730E+02  2.6770E+00  2.3329E+02  9.6225E+00
 -3.9214E+00  1.4635E+00 -7.0192E+00 -3.8611E+00 -1.5442E+00 -3.9697E+00 -1.8712E+00  7.4218E-02  4.1973E-03  3.3842E+00  1.4844E+00  2.7349E+00  1.6950E+00  2.4268E+00  2.0089E+00 -8.9633E+00 -5.3681E+00 -3.4035E+00 -2.7297E+00  8.5249E+00  2.1421E-02  2.2922E+02  2.0271E+00
  2.6544E-01 -1.7956E+00 -8.0035E+00 -3.9138E+00 -2.5671E+00 -6.9322E+00 -3.7745E+00  8.5852E-02  4.6859E-03  2.4478E+00  1.1443E+00  1.8564E+00  2.4154E+00  2.4229E+00  2.2514E+00 -8.8833E+00 -8.5383E+00 -6.7047E+00 -5.5987E+00  1.0417E+02  3.9192E-02  2.0362E+02  2.0272E+00
  8.1205E-01  1.4466E+00 -6.1180E+00 -4.2397E+00 -1.5752E+00 -7.1803E+00  3.6676E-02  7.0062E-02  2.9193E-03  3.0709E+00  9.9232E-01  2.8158E+00  9.1827E-01  2.4682E+00  2.0158E+00 -6.3683E+00 -6.0851E+00 -5.8379E+00 -3.9431E+00  1.1609E+01  1.9574E+00  2.3081E+02  4.4821E+00
  8.4628E-01 -5.6174E-01 -4.5903E+00 -5.1094E+00 -3.3967E+00 -6.8641E+00 -3.2806E+00  7.9916E-02  4.8936E-03  2.8725E+00  8.1876E-01  1.6980E+00  7.0225E-01  2.4285E+00  2.1825E+00 -6.9512E+00 -6.5249E+00 -6.3651E+00 -3.9254E+00  2.2988E+02  1.6511E+00  2.1308E+02  2.9800E+00
 -2.5792E+00  2.8941E+00 -5.1007E+00 -1.3091E+00 -1.4120E+00 -2.5704E+00 -9.4456E-01  7.6768E-02  4.6645E-03  1.5640E+00  2.2457E+00  1.5820E+00  1.4720E+00  2.4286E+00  2.1988E+00 -8.4387E+00 -7.6744E+00 -4.2361E+00 -4.1744E+00  9.9181E+00  4.9157E-01  2.1360E+02  2.0735E+00
 -3.6080E+00  2.1252E+00 -8.2330E+00 -4.6495E+00 -2.1043E+00 -5.8909E+00 -1.6648E+00  6.8635E-02  3.3958E-03  1.0424E+00  1.5882E+00  1.7550E+00  1.0058E+00  2.4905E+00  1.6339E+00 -6.8524E+00 -5.8768E+00 -5.0751E+00 -3.4849E+00  8.9449E-01 -5.1969E-01  2.2914E+02  2.0085E+00
  8.9445E-01  1.6436E+00 -8.8606E+00 -2.2004E+00 -9.0345E-02 -5.1773E+00 -6.2531E+00  7.8458E-02  3.8484E-03  1.8913E+00  1.3947E+00  2.7309E+00  1.0334E+00  2.4125E+00  2.3523E+00 -8.4010E+00 -7.4414E+00 -7.2224E+00 -4.9249E+00  1.7593E+02 -6.6042E-01  2.1626E+02  2.0064E+00
 -3.2846E+00  1.3010E+00 -5.0388E+00 -2.6862E+00 -1.3987E+00 -5.5892E+00 -6.5976E+00  7.4401E-02  4.1030E-03  1.7691E+00  7.9613E-01  1.2382E+00  1.8508E+00  2.4334E+00  2.2316E+00 -7.4154E+00 -7.2023E+00 -5.3857E+00 -4.5576E+00  6.4922E+01  1.0158E+00  2.2030E+02  2.2595E+00
 -8.4701E-01 -3.3187E+00 -7.1164E+00 -1.2837E+00 -6.2687E+00 -1.9596E+00 -1.7121E+00  9.2399E-02  2.3427E-03  1.8498E+00  1.7805E+00  7.4559E-01  2.4503E+00  2.3713E+00  2.7321E+00 -7.8620E+00 -7.4948E+00 -6.7406E+00 -2.3539E+00  1.0171E+01  1.1673E-01  1.9273E+02  2.0334E+00
  2.5726E-01 -5.1587E-01 -3.6546E+00 -4.9727E+00 -1.3138E+00 -5.1010E+00 -5.6140E-01  8.9835E-02  3.1340E-03  1.6680E+00  7.0881E-01  2.7552E+00  1.3683E+00  2.4157E+00  2.1662E+00 -7.5325E+00 -6.9499E+00 -4.1868E+00 -4.1201E+00  5.0000E-01  3.8401E+00  2.0657E+02  3.6187E+01
  1.0030E+00 -1.3759E+00 -2.5773E+00 -5.4053E+00 -3.6037E+00 -7.0622E+00 -5.4799E+00  8.8806E-02  1.2512E-03  1.9365E+00  2.4310E+00  1.7850E+00  2.2766E+00  2.3969E+00  1.4468E+00 -5.4473E+00 -4.6835E+00 -3.8591E+00 -2.1722E+00  2.0002E+02  2.9276E+00  1.9764E+02  1.4363E+01
  9.7005E-01  1.8027E+00 -2.9069E+00 -2.8989E+00 -2.3359E+00 -8.2517E+00 -8.7934E+00  7.0897E-02  4.1371E-03  7.0782E-01  2.1145E+00  1.8140E+00  1.6493E+00  2.4556E+00  1.8132E+00 -8.0789E+00 -7.4240E+00 -5.1049E+00 -2.9937E+00  9.5316E-02  1.5646E+00  2.2409E+02  3.0186E+00
 -2.9200E+00  1.2114E+00 -7.4053E+00 -4.9406E+00 -3.1918E+00 -5.5295E+00 -3.2184E+00  6.8791E-02  2.7054E-03  2.9429E+00  5.3998E-01  2.2907E+00  1.2123E+00  2.4676E+00  1.8809E+00 -7.1711E+00 -6.5177E+00 -4.4353E+00 -3.7157E+00  1.5615E+00 -1.0632E+00  2.2727E+02  2.0036E+00
 -2.4271E+00  1.0944E-02 -4.0435E+00 -5.0895E+00 -2.6364E+00 -7.2687E+00 -2.6863E+00  7.7323E-02  5.5427E-03  2.5816E+00  9.3389E-01  1.4557E+00  6.6479E-01  2.4433E+00  2.0605E+00 -7.9596E+00 -6.8803E+00 -4.1042E+00 -3.6263E+00  2.8491E+01 -1.1795E+00  2.1844E+02  2.0029E+00
  4.6907E-01  1.6322E+00 -7.0491E+00 -2.9996E+00 -8.3574E-01 -5.1346E+00  9.4510E-02  6.9918E-02  5.3301E-03  1.8302E+00  1.7532E+00  2.3820E+00  1.0883E+00  2.4674E+00  1.8316E+00 -8.4905E+00 -7.1484E+00 -6.5559E+00 -3.0019E+00  2.1715E+01  5.5832E-01  2.3215E+02  2.0860E+00
  8.3996E-01 -1.3915E+00 -6.1921E+00 -5.0239E+00 -3.3443E+00 -6.6265E+00  8.1055E-01  8.2491E-02  3.0086E-03  2.0709E+00  2.4411E+00  2.1855E+00  1.3285E+00  2.4265E+00  2.3200E+00 -7.7987E+00 -7.4484E+00 -6.7506E+00 -2.8410E+00  7.3420E+01  1.5411E+00  2.0990E+02  2.7731E+00
 -2.9412E+00  3.9907E-01 -5.6118E+00 -4.1418E+00 -2.7894E+00 -5.7239E+00 -1.2053E+00  7.3268E-02  4.2759E-03  1.7405E+00  1.7948E+00  2.2789E+00  5.4396E-01  2.4493E+00  2.2637E+00 -8.3450E+00 -6.4284E+00 -4.9416E+00 -4.8724E+00  2.3608E+01  5.2490E+00  2.2470E+02  2.7649E+01
 -2.2276E+00  2.7469E+00 -4.5192E+00 -2.4032E+00 -8.7012E-01 -4.5728E+00 -7.4781E+00  7.7800E-02  4.6671E-03  1.8662E+00  1.2857E+00  3.3661E+00  1.5973E+00  2.4295E+00  2.1998E+00 -8.1522E+00 -7.8696E+00 -6.4953E+00 -4.0700E+00  1.1562E+01  1.4580E+00  2.1362E+02  2.6373E+00
  8.9949E-01  2.3857E+00 -8.1123E+00 -2.6144E+00 -1.5421E+00 -4.5556E+00 -4.8789E+00  6.4397E-02  3.9733E-03  3.8486E+00  1.5828E+00  1.1004E+00  1.7623E+00  2.4902E+00  1.4154E+00 -8.7407E+00 -6.1674E+00 -3.0213E+00 -2.7554E+00  1.7497E+01 -8.2499E-01  2.3924E+02  2.0051E+00
 -3.8502E+00  2.1623E+00 -3.3091E+00 -3.9462E+00 -2.4128E+00 -5.0671E+00 -6.6719E+00  5.9829E-02  1.4950E-03  3.0375E+00  3.3826E+00  1.9552E+00  1.3364E+00  2.4889E+00  1.2820E+00 -8.0264E+00 -6.8868E+00 -5.2591E+00 -3.1312E+00  6.4061E+00 -1.0735E+00  2.4760E+02  2.0035E+00
 -1.8043E+00  1.2044E+00 -6.6676E+00 -5.0113E+00 -4.7183E+00 -5.3776E+00 -3.4793E+00  7.2262E-02  4.9535E-03  3.1176E+00  1.2669E+00  3.0968E+00  1.3878E+00  2.4634E+00  1.8317E+00 -8.1393E+00 -6.8040E+00 -4.3962E+00 -3.1969E+00  5.5475E+00 -1.7344E+00  2.1653E+02  2.0019E+00
  9.5380E-01  1.8575E+00 -5.9287E+00 -2.9773E+00 -1.9907E+00 -5.1625E+00 -5.2659E+00  7.0546E-02  4.9703E-03  3.5756E+00  2.5595E+00  2.3285E+00  1.5015E+00  2.4646E+00  1.8122E+00 -8.9331E+00 -6.1432E+00 -3.3553E+00 -3.1087E+00  1.4654E+00 -1.5939E+00  2.2570E+02  2.0020E+00
 -9.0451E-01 -5.7405E-02 -2.3186E+00 -4.1778E+00 -3.2656E+00 -8.1324E+00 -1.9063E+00  5.9513E-02  2.5268E-03  1.7995E+00  2.6271E+00  2.3327E+00  1.6184E+00  2.5012E+00  1.9254E+00 -8.6599E+00 -7.7586E+00 -5.3739E+00 -3.6224E+00  5.3444E+00 -9.7521E-01  2.5984E+02  2.0040E+00
 -3.0611E+00  2.9055E+00 -6.7962E+00 -3.4735E+00 -9.7662E-01 -5.8246E+00 -4.5903E+00  7.0622E-02  3.6027E-03  2.6841E+00  3.4487E+00  1.0998E+00  1.2380E+00  2.4836E+00  2.0368E+00 -7.3541E+00 -6.7309E+00 -5.2512E+00 -4.7915E+00  1.2340E-01  1.2923E+00  2.2920E+02  2.4565E+00
  1.0233E+00  7.9991E-02 -6.4943E+00 -3.2533E+00 -2.1405E+00 -5.9284E+00 -7.2699E+00  7.6086E-02  4.7683E-03  2.8328E+00  1.9012E+00  1.3482E+00  7.2916E-01  2.4356E+00  2.2257E+00 -8.2712E+00 -7.8270E+00 -7.4122E+00 -4.9926E+00  1.5743E+02 -1.1224E+00  2.1790E+02  2.0032E+00
 -3.4893E+00  6.8530E-01 -4.2805E+00 -5.6581E+00 -2.8057E+00 -8.0779E+00 -4.9934E+00  6.6174E-02  2.7652E-03  2.6546E+00  2.4232E+00  1.3794E+00  2.1799E+00  2.4832E+00  1.9845E+00 -7.2686E+00 -6.3292E+00 -4.7494E+00 -4.1592E+00  6.9807E+00  6.2024E-01  2.3833E+02  2.1039E+00
