#    T [K]      P [bar]     H2O            CO2            CH4            NH3            N2             H2        
   100.321   6.687E-004    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    72.033   4.338E-004    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    51.226   2.815E-004    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    36.464   1.826E-004    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    26.258   1.185E-004    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    19.333   7.686E-005    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    14.709   4.986E-005    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    11.689   3.235E-005    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
     9.807   2.099E-005    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
     8.776   1.362E-005    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
     8.463   8.833E-006    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
     9.345   5.731E-006    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    12.037   3.718E-006    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    17.410   2.412E-006    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    27.181   1.565E-006    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    44.036   1.015E-006    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    71.190   6.587E-007    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   110.427   4.273E-007    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   158.049   2.772E-007    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   200.909   1.799E-007    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   241.683   1.167E-007    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   288.710   7.570E-008    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   338.262   4.911E-008    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   383.905   3.186E-008    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   416.851   2.067E-008    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   427.398   1.341E-008    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   380.026   8.701E-009    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   283.212   5.645E-009    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   181.662   3.662E-009    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
   102.992   2.376E-009    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    53.000   1.541E-009    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
    25.422   1.000E-009    4.4333E-006    2.9010E-006    4.9914E-005    1.0313E-007    2.5913E-004    9.9968E-001
